package_path,original_path,size_bytes,sha256,modified_utc,category,paper_sections,run_id,status,redistributable,notes
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/audit/SIR_MCP_CAPABILITY_AUDIT.md,D:\SIR_paper\Lorenz\benchmark\audit\SIR_MCP_CAPABILITY_AUDIT.md,6423,82678d3055de45fa2a6aef56f905743a40e2ef6d18545a634dcc671e9bea50bb,2026-08-27T20:15:44.112953+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/benchmark_config.yaml,D:\SIR_paper\Lorenz\benchmark\benchmark_config.yaml,3013,328827607a10b7fb7659619b9844b90ce8a6f09f191f9a5a61d56d9771c74ae4,2026-08-27T19:44:27.418751+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/benchmark_results.json,D:\SIR_paper\Lorenz\benchmark\benchmark_results.json,4928,e132527bb449fdc35610e8a3a8f1fcec4739e62be758e52f502513a9700491b6,2026-08-27T20:02:36.980653+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/benchmark_run_manifest.json,D:\SIR_paper\Lorenz\benchmark\benchmark_run_manifest.json,2826,afe3afd6a36670a573856610a93e3ca48e39d6f0a33fb6df0071f62696fc3105,2026-08-27T20:30:01.350242+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/figures/sir_nested_model_benchmark.pdf,D:\SIR_paper\Lorenz\benchmark\figures\sir_nested_model_benchmark.pdf,50255,f92eddc017b1b7b0794509470d0d85cee9a5a19dcb47d3343ce1c4a5086b54af,2026-08-27T20:23:43.802076+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/figures/sir_nested_model_benchmark.png,D:\SIR_paper\Lorenz\benchmark\figures\sir_nested_model_benchmark.png,432233,9d0b49a5632c92a8bd41440f3eacc3cfcfb7fda79ac0616a5fd051a163ebfed3,2026-08-27T20:23:43.375632+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/figures/sir_nested_model_benchmark.svg,D:\SIR_paper\Lorenz\benchmark\figures\sir_nested_model_benchmark.svg,68186,1714938abc8eaca8088a56b447b77c82a7ab734a211091b9f9abf6e3ff4cbbf7,2026-08-27T20:23:44.031521+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/logs/pytest_final.txt,D:\SIR_paper\Lorenz\benchmark\logs\pytest_final.txt,101,b56f7b628a689c85d3ddf2c0894e578d6457850f763fb7bcda9878f5a9d5b23a,2026-08-27T20:33:16.830993+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/pysindy/containment/containment_pysindy.json,D:\SIR_paper\Lorenz\benchmark\pysindy\containment\containment_pysindy.json,2331,085f4997d263b4af11ef75ba22fd7a119352f9e06aa68ff41ea97f5da8079797,2026-08-27T19:54:44.435772+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/scripts/features.py,D:\SIR_paper\Lorenz\benchmark\scripts\features.py,12549,5b7f3692fbc6ae824c60cb26c24956550b1a57558d932bdafdadeb8e3069c239,2026-08-27T20:16:56.351638+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/scripts/make_dataset.py,D:\SIR_paper\Lorenz\benchmark\scripts\make_dataset.py,6292,3356c7a2cc114524ff91ca2f4e7f967bcbe42ac9132eaf5a649a5c1fe138b098,2026-08-27T19:44:08.907947+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/scripts/make_figure.py,D:\SIR_paper\Lorenz\benchmark\scripts\make_figure.py,9207,191cd780f7be1ea1d5e699d00e326e55dbd78b4aca3b5d2c2959859153ca6d35,2026-08-27T20:23:41.828899+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/scripts/make_tables.py,D:\SIR_paper\Lorenz\benchmark\scripts\make_tables.py,2586,66f46a1c21774440c206dddc6cf51f7fbd7db28d0810676a7b9fb0cd4a243f83,2026-08-27T20:24:24.580513+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/scripts/run_ablations.py,D:\SIR_paper\Lorenz\benchmark\scripts\run_ablations.py,7251,4ee01cce9f350a3da25474eb1b00df5f960395254b62e824091d8d70217a8587,2026-08-27T20:05:02.248007+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/scripts/run_benchmark.py,D:\SIR_paper\Lorenz\benchmark\scripts\run_benchmark.py,14821,1374333c2f8a9deda15e0d471b0d9627dea144b009af4796000a121871f64e10,2026-08-27T19:59:17.882613+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/scripts/run_containment.py,D:\SIR_paper\Lorenz\benchmark\scripts\run_containment.py,8421,0a884d0a4cecc128267e6191c262fb027536e630d0857858703bf58d2f786c2e,2026-08-27T19:54:39.300696+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/shared/data/containment.parquet,D:\SIR_paper\Lorenz\benchmark\shared\data\containment.parquet,2638856,26de71778eb56795ba84fc8a14b19264b39897b06cc715f4d860ab7f69282854,2026-08-27T19:48:46.586921+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/shared/data/ensemble/traj_000.parquet,D:\SIR_paper\Lorenz\benchmark\shared\data\ensemble\traj_000.parquet,154698,24efda1dcdaba6f14bfa737346195ecd105e235261d9b70d22371334705ac99d,2026-08-27T19:48:49.058039+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/shared/data/ensemble/traj_001.parquet,D:\SIR_paper\Lorenz\benchmark\shared\data\ensemble\traj_001.parquet,154698,6a96916e6d5e1e0aadf0a4a2577bda55d997fc284ea3525f32191be0a0fe4b3a,2026-08-27T19:48:49.143799+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/shared/data/ensemble/traj_002.parquet,D:\SIR_paper\Lorenz\benchmark\shared\data\ensemble\traj_002.parquet,154698,347ba0ccd8bc4299c3b8adca90a33ee95ea81b6e2f90bb909ebae703843e081e,2026-08-27T19:48:49.228406+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/shared/data/ensemble/traj_003.parquet,D:\SIR_paper\Lorenz\benchmark\shared\data\ensemble\traj_003.parquet,154698,2c9a89a2c86285e8d2ad96ee3e006536c498811178558bc9a6c1371f7f13fdd0,2026-08-27T19:48:49.311563+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/shared/data/ensemble/traj_004.parquet,D:\SIR_paper\Lorenz\benchmark\shared\data\ensemble\traj_004.parquet,154698,56d6951de6db531c8ec283e5c6a37cb3d2fa09c19a2c4f4a7ae1920d23081eed,2026-08-27T19:48:49.392722+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/shared/data/ensemble/traj_005.parquet,D:\SIR_paper\Lorenz\benchmark\shared\data\ensemble\traj_005.parquet,154698,17f5327fd048644c02dab8d7e14c08627e61867a4fbf4153b9cce547eef536c8,2026-08-27T19:48:49.474354+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/shared/data/ensemble/traj_006.parquet,D:\SIR_paper\Lorenz\benchmark\shared\data\ensemble\traj_006.parquet,154698,7be3c73cf6fecd98f020da958365207e87892549aa840ae8b6a25a34a11f26d6,2026-08-27T19:48:49.560230+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/shared/data/ensemble/traj_007.parquet,D:\SIR_paper\Lorenz\benchmark\shared\data\ensemble\traj_007.parquet,154698,f2bef98f19510de8ba0a183c95d49ad86bdafafcfba30163bde6672a11530629,2026-08-27T19:48:49.642966+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/shared/data/ensemble/traj_008.parquet,D:\SIR_paper\Lorenz\benchmark\shared\data\ensemble\traj_008.parquet,154698,717e41aa5fdadc20544294cd6275d1a12b2f9f4291b7ac7151532ba2a89e68a9,2026-08-27T19:48:49.723734+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/shared/data/ensemble/traj_009.parquet,D:\SIR_paper\Lorenz\benchmark\shared\data\ensemble\traj_009.parquet,154698,78021eabebaa191aa6e031c09a29cc1aad554610f30c0a1d3dc29905ab39c014,2026-08-27T19:48:49.807209+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/shared/data/ensemble/traj_010.parquet,D:\SIR_paper\Lorenz\benchmark\shared\data\ensemble\traj_010.parquet,154698,a69d20fd66cb837020b19d6dd60665f573dd4927054f52549dd92568f637ab62,2026-08-27T19:48:49.891020+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/shared/data/ensemble/traj_011.parquet,D:\SIR_paper\Lorenz\benchmark\shared\data\ensemble\traj_011.parquet,154698,ac876c9830bf575f2efd9f7203509a5a05348e0160713702b0cce07720be2392,2026-08-27T19:48:49.975025+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/shared/data/ensemble/traj_012.parquet,D:\SIR_paper\Lorenz\benchmark\shared\data\ensemble\traj_012.parquet,154698,391a20629053fe4a37f9fef245b2f712a49408dd6a5d272aaa22a80f6dfc8da4,2026-08-27T19:48:50.058150+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/shared/data/ensemble/traj_013.parquet,D:\SIR_paper\Lorenz\benchmark\shared\data\ensemble\traj_013.parquet,154698,36396d79836bccc08be84e9731f9ffc6a44cf7f3d80432adb413551e10bcb919,2026-08-27T19:48:50.143077+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/shared/data/ensemble/traj_014.parquet,D:\SIR_paper\Lorenz\benchmark\shared\data\ensemble\traj_014.parquet,154698,dcac4c656dbb4fab7024179b10cff850104d8290d6311f22c14f77da3e0dc72f,2026-08-27T19:48:50.225445+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/shared/data/ensemble/traj_015.parquet,D:\SIR_paper\Lorenz\benchmark\shared\data\ensemble\traj_015.parquet,154698,48038185cae4abe825978212fa868f87a223a2c6c682ad894e8cfccc850c077a,2026-08-27T19:48:50.308640+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/shared/data/ensemble/traj_016.parquet,D:\SIR_paper\Lorenz\benchmark\shared\data\ensemble\traj_016.parquet,154698,4b9d946962a5f3c6421b84d27e75b2ac37c9c9f6892e70db282bcf2a77dfe95a,2026-08-27T19:48:50.394939+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/shared/data/ensemble/traj_017.parquet,D:\SIR_paper\Lorenz\benchmark\shared\data\ensemble\traj_017.parquet,154698,75592a78cffb25f9b5289a8362f5ad8ab92607b596e9de729854d5a248741d9a,2026-08-27T19:48:50.476252+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/shared/data/ensemble/traj_018.parquet,D:\SIR_paper\Lorenz\benchmark\shared\data\ensemble\traj_018.parquet,154698,d4e611176ac564001336114951449baae86438ed2125c446b04c308837a7c72a,2026-08-27T19:48:50.561434+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/shared/data/ensemble/traj_019.parquet,D:\SIR_paper\Lorenz\benchmark\shared\data\ensemble\traj_019.parquet,154698,1d06d54ffed5edc0f09659c82efafe52e6214a5eb13301d100b7a2310aa6ab71,2026-08-27T19:48:50.645900+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/shared/data/ensemble/traj_020.parquet,D:\SIR_paper\Lorenz\benchmark\shared\data\ensemble\traj_020.parquet,154698,bee47ed32c944adda57a76b2889ea65a92aa94245d7ebc0fe61b480d3745a48a,2026-08-27T19:48:50.729212+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/shared/data/ensemble/traj_021.parquet,D:\SIR_paper\Lorenz\benchmark\shared\data\ensemble\traj_021.parquet,154698,7b794be7b42d1b2e2012851907b8d362f288043273985d4e8a8deeebd51c9515,2026-08-27T19:48:50.808723+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/shared/data/ensemble/traj_022.parquet,D:\SIR_paper\Lorenz\benchmark\shared\data\ensemble\traj_022.parquet,154698,b7d53d5bbe7d297ac5707347486ce3732a112ce74a3bc0d24fc9b49e6da95da6,2026-08-27T19:48:50.882315+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/shared/data/ensemble/traj_023.parquet,D:\SIR_paper\Lorenz\benchmark\shared\data\ensemble\traj_023.parquet,154698,06b49415af00ed19e91395a062fa0c03fc01a488ddf1fb124d4a38b15b79f55a,2026-08-27T19:48:50.956941+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
02_CONTROLLED_STUDIES/01_Lorenz_Generator_Containment/shared/data/ensemble/traj_024.parquet,D:\SIR_paper\Lorenz\benchmark\shared\data\ensemble\traj_024.parquet,154698,9687ad2297623b9e53aad6b1b9667daf9ae3003a7dfe9f7436acda7187e5627f,2026-08-27T19:48:51.039482+00:00,controlled_study,"Results 1.3, 1.4; Supplement S6",SIR-LORENZ-BENCHMARK,CANONICAL,yes,"Lorenz fixed-representation containment benchmark: config, run manifest, results, SIR/pySINDy/MLP arms, audits, tables, tests, report."
