signal_id,category,unit_hypothesis,dimensional_signature,semantic_physical_type,evidence_source,evidence_class,confidence,local_tag_identity,local_units_artifact,observed_median_abs,observed_min,observed_max,magnitude_test,expected_band,unresolved_reason
cerqtit8,cer_rotation_ti,eV,L^2 M T^-2,temperature,CER ion temperature; scale fixed by magnitude,STRONGLY_INFERRED,medium,cerqtit8,_units_for() returns a BLANK data unit for every signal; no local artifact records units,1985.0,74.0575349146334,3489.9001464843755,CONSISTENT,100-2e+04,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
density,density,cm^-3,L^-3,number_density,DIII-D line-averaged density convention,STRONGLY_INFERRED,medium,density,_units_for() returns a BLANK data unit for every signal; no local artifact records units,43693151177309.58,4486590358742.458,125094567608338.94,CONSISTENT,1e+12-1e+15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
drsep,equilibrium_shape,m,L,length,separatrix separation convention,AUTHORITATIVE_EXTERNAL,medium,drsep,_units_for() returns a BLANK data unit for every signal; no local artifact records units,0.01101207360625267,-0.3999999761581421,0.3999999761581421,NOT_TESTED,,external device convention for this tag; magnitude test not applicable
ece1,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece1,_units_for() returns a BLANK data unit for every signal; no local artifact records units,0.24937806284288033,-0.07569701573811471,8.245582633732589,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece10,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece10,_units_for() returns a BLANK data unit for every signal; no local artifact records units,1.8079468841460444,-0.04173634119797497,5.385028723945984,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece11,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece11,_units_for() returns a BLANK data unit for every signal; no local artifact records units,1.8635113301315478,-0.11327711842022836,6.599965659042885,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece12,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece12,_units_for() returns a BLANK data unit for every signal; no local artifact records units,1.9767180769122055,-0.2011582930572331,15.874405794020259,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece13,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece13,_units_for() returns a BLANK data unit for every signal; no local artifact records units,1.9631159846685478,-0.052475693402811885,5.974501457443693,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece14,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece14,_units_for() returns a BLANK data unit for every signal; no local artifact records units,2.035395457147411,-0.01617630565306173,6.46167317777872,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece15,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece15,_units_for() returns a BLANK data unit for every signal; no local artifact records units,2.1624179648934194,-0.0257051809458062,6.769648938148757,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece16,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece16,_units_for() returns a BLANK data unit for every signal; no local artifact records units,2.244147872333997,-0.0346380793489516,7.145707542076707,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece17,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece17,_units_for() returns a BLANK data unit for every signal; no local artifact records units,2.2193925109604606,-0.17295655736234025,8.297356449300407,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece18,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece18,_units_for() returns a BLANK data unit for every signal; no local artifact records units,2.2285453669756023,-0.08161188499070704,7.997964729089302,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece19,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece19,_units_for() returns a BLANK data unit for every signal; no local artifact records units,2.318779368302785,-0.05485136155039073,7.721448481781408,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece2,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece2,_units_for() returns a BLANK data unit for every signal; no local artifact records units,0.7698203534091692,-0.08184843711205757,12.814349489577582,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece20,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece20,_units_for() returns a BLANK data unit for every signal; no local artifact records units,2.890523841022514,-0.017430765088647604,7.675688673742106,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece21,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece21,_units_for() returns a BLANK data unit for every signal; no local artifact records units,3.062309157452546,-0.10494818817824124,7.995989172719418,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece22,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece22,_units_for() returns a BLANK data unit for every signal; no local artifact records units,3.079402742005179,-0.034764122654451064,7.909251475939526,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece23,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece23,_units_for() returns a BLANK data unit for every signal; no local artifact records units,3.220781710449966,-0.002227813005447388,7.815940084401509,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece24,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece24,_units_for() returns a BLANK data unit for every signal; no local artifact records units,3.3412059926486104,-0.012449428439140353,7.783113036421128,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece25,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece25,_units_for() returns a BLANK data unit for every signal; no local artifact records units,3.5760211119049927,-0.002984417835250482,8.122870605031519,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece26,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece26,_units_for() returns a BLANK data unit for every signal; no local artifact records units,3.5417249272577465,0.0017605572938919054,16.47589475894151,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece27,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece27,_units_for() returns a BLANK data unit for every signal; no local artifact records units,3.6326220859773644,0.0005896874354220927,8.208248979295604,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece28,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece28,_units_for() returns a BLANK data unit for every signal; no local artifact records units,3.5896169050829676,-0.12898096768185796,31.88389637600196,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece29,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece29,_units_for() returns a BLANK data unit for every signal; no local artifact records units,3.652486007747937,-0.04538056650199004,7.554240681928989,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece3,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece3,_units_for() returns a BLANK data unit for every signal; no local artifact records units,0.7675549074920127,-0.0726175995077938,7.027258424522447,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece30,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece30,_units_for() returns a BLANK data unit for every signal; no local artifact records units,3.4884432723629004,0.0030543990433216355,6.933485828340096,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece31,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece31,_units_for() returns a BLANK data unit for every signal; no local artifact records units,3.396475576184457,0.0014413547760341323,6.084254321176577,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece32,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece32,_units_for() returns a BLANK data unit for every signal; no local artifact records units,3.5856617399258353,0.008620242588222027,6.777472702553494,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece33,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,low,ece33,_units_for() returns a BLANK data unit for every signal; no local artifact records units,33.92019539640755,0.00032120631658472115,80.41326857777277,OUTLIER_IN_COHERENT_GROUP,0.02-15,"unit carried by group coherence; this channel's median |value| 33.92 falls outside the expected band 0.02-15. Flagged as a VALUE anomaly, not a unit failure — see data-quality note."
ece34,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,low,ece34,_units_for() returns a BLANK data unit for every signal; no local artifact records units,21.517043542116898,-0.019075393211096362,48.718554261140525,OUTLIER_IN_COHERENT_GROUP,0.02-15,"unit carried by group coherence; this channel's median |value| 21.52 falls outside the expected band 0.02-15. Flagged as a VALUE anomaly, not a unit failure — see data-quality note."
ece35,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece35,_units_for() returns a BLANK data unit for every signal; no local artifact records units,3.5596745254006152,-0.04120335244806479,7.510292513936267,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece36,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece36,_units_for() returns a BLANK data unit for every signal; no local artifact records units,2.879316753576859,-0.05358428243198434,6.142304054228589,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece37,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece37,_units_for() returns a BLANK data unit for every signal; no local artifact records units,2.486030692263739,-0.21478485770057873,5.9021917283535,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece38,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece38,_units_for() returns a BLANK data unit for every signal; no local artifact records units,2.3073226935084747,-0.07613436959218235,5.188449147215554,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece39,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece39,_units_for() returns a BLANK data unit for every signal; no local artifact records units,2.7156463760184124,-0.2272461865795776,6.489042166387662,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece4,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece4,_units_for() returns a BLANK data unit for every signal; no local artifact records units,0.8754807045770627,-0.08949565919465385,7.04301962046884,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece40,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece40,_units_for() returns a BLANK data unit for every signal; no local artifact records units,2.498069611552637,-0.08548212022287771,5.520327734760941,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece5,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece5,_units_for() returns a BLANK data unit for every signal; no local artifact records units,0.9240154974104231,-0.05198447004659102,5.9657838373677805,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece6,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece6,_units_for() returns a BLANK data unit for every signal; no local artifact records units,0.9923515358896142,-0.05539953539846466,5.071223674458452,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece7,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece7,_units_for() returns a BLANK data unit for every signal; no local artifact records units,1.1332899514526615,-0.04945038224104791,8.604399077885088,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece8,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece8,_units_for() returns a BLANK data unit for every signal; no local artifact records units,1.3219439360982221,-0.03658652817830443,8.991027933254223,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
ece9,ece_te_profile,keV,L^2 M T^-2,temperature,ECE radiometer Te; scale fixed by magnitude,STRONGLY_INFERRED,medium,ece9,_units_for() returns a BLANK data unit for every signal; no local artifact records units,1.442580289076228,-0.10134342926903629,6.056795679032803,CONSISTENT,0.02-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
fs03da,filterscope_dalpha,arbitrary (photodiode),ambiguous,photon_flux_proxy,filterscope convention; typically uncalibrated,STRONGLY_INFERRED,low,fs03da,_units_for() returns a BLANK data unit for every signal; no local artifact records units,2619447155715373.0,-4462390845242198.5,3.885717747389293e+17,NOT_TESTED,,external convention identifies the quantity but the stored scale/units are ambiguous and no local artifact resolves them
fs04,filterscope_dalpha,arbitrary (photodiode),ambiguous,photon_flux_proxy,filterscope convention; typically uncalibrated,STRONGLY_INFERRED,low,fs04,_units_for() returns a BLANK data unit for every signal; no local artifact records units,9120983638773830.0,-3328897378381696.5,5.853393373931427e+17,NOT_TESTED,,external convention identifies the quantity but the stored scale/units are ambiguous and no local artifact resolves them
fs04da,filterscope_dalpha,arbitrary (photodiode),ambiguous,photon_flux_proxy,filterscope convention; typically uncalibrated,STRONGLY_INFERRED,low,fs04da,_units_for() returns a BLANK data unit for every signal; no local artifact records units,9120983638773830.0,-3328897378381696.5,5.853393373931427e+17,NOT_TESTED,,external convention identifies the quantity but the stored scale/units are ambiguous and no local artifact resolves them
fs05da,filterscope_dalpha,arbitrary (photodiode),ambiguous,photon_flux_proxy,filterscope convention; typically uncalibrated,STRONGLY_INFERRED,low,fs05da,_units_for() returns a BLANK data unit for every signal; no local artifact records units,2166239080783502.0,-1090185381785924.0,4.127363266146725e+17,NOT_TESTED,,external convention identifies the quantity but the stored scale/units are ambiguous and no local artifact resolves them
gasa,gas_injection,Torr*L/s,ambiguous,gas_flow,gas injection convention,STRONGLY_INFERRED,low,gasa,_units_for() returns a BLANK data unit for every signal; no local artifact records units,1.21761606255686,-0.6527171622299827,8.036029886243806,NOT_TESTED,,external convention identifies the quantity but the stored scale/units are ambiguous and no local artifact resolves them
gasb,gas_injection,Torr*L/s,ambiguous,gas_flow,gas injection convention,STRONGLY_INFERRED,low,gasb,_units_for() returns a BLANK data unit for every signal; no local artifact records units,0.02542845236623415,-3.621274259817475,12.689357199606905,NOT_TESTED,,external convention identifies the quantity but the stored scale/units are ambiguous and no local artifact resolves them
gasc,gas_injection,Torr*L/s,ambiguous,gas_flow,gas injection convention,STRONGLY_INFERRED,low,gasc,_units_for() returns a BLANK data unit for every signal; no local artifact records units,0.02155455807909345,-0.15183709344720442,0.34465268425835477,NOT_TESTED,,external convention identifies the quantity but the stored scale/units are ambiguous and no local artifact resolves them
gasd,gas_injection,Torr*L/s,ambiguous,gas_flow,gas injection convention,STRONGLY_INFERRED,low,gasd,_units_for() returns a BLANK data unit for every signal; no local artifact records units,0.036622254787231516,-0.9716455637390377,1.1068333883524146,NOT_TESTED,,external convention identifies the quantity but the stored scale/units are ambiguous and no local artifact resolves them
ip,magnetics,A,I,electric_current,DIII-D pointname convention,STRONGLY_INFERRED,medium,ip,_units_for() returns a BLANK data unit for every signal; no local artifact records units,974950.025939942,-4792.048645019531,1718766.098110392,CONSISTENT,1e+05-3e+06,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
kappa,equilibrium_shape,1,dimensionless,elongation,standard shape convention,STRONGLY_INFERRED,medium,kappa,_units_for() returns a BLANK data unit for every signal; no local artifact records units,1.7985478937625885,1.2847062349319458,2.1745325158846986,CONSISTENT,1-2.5,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
li,equilibrium_shape,1,dimensionless,internal_inductance,standard l_i convention,STRONGLY_INFERRED,medium,li,_units_for() returns a BLANK data unit for every signal; no local artifact records units,0.8713557571172714,0.24154300633864378,2.407895565032959,CONSISTENT,0.3-2.5,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
pcbcoil,magnetics,A,I,electric_current,"coil current, DIII-D convention",STRONGLY_INFERRED,medium,pcbcoil,_units_for() returns a BLANK data unit for every signal; no local artifact records units,113254.65037605769,-124078.58890069992,133148.7239687929,CONSISTENT,1000-1e+06,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
pcdiamag3,magnetics,UNRESOLVED,UNRESOLVED,UNRESOLVED,diamagnetic stored energy convention,UNRESOLVED,none,pcdiamag3,_units_for() returns a BLANK data unit for every signal; no local artifact records units,9.689489816451552,-28.131198212208474,32.6950503668033,REFUTED,1e+04-5e+06,hypothesis 'J' REFUTED: observed median |value| 9.689 lies outside the physically expected band 1e+04-5e+06 for that unit. No rescaled alternative is asserted.
pinj,neutral_beams,kW,L^2 M T^-3,power,DIII-D injected beam power convention,STRONGLY_INFERRED,medium,pinj,_units_for() returns a BLANK data unit for every signal; no local artifact records units,9249.796022024046,-6.161436507368837,15859.36122689904,CONSISTENT,100-2e+04,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
pinj_15l,neutral_beams,W,L^2 M T^-3,power,per-beam injected power; W (not kW) established by additivity against the aggregate pinj,STRONGLY_INFERRED,medium,pinj_15l,_units_for() returns a BLANK data unit for every signal; no local artifact records units,1433840.8017253045,0.0,2083508.5,CONSISTENT,1000-5e+06,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
pinj_15r,neutral_beams,W,L^2 M T^-3,power,per-beam injected power; W (not kW) established by additivity against the aggregate pinj,STRONGLY_INFERRED,medium,pinj_15r,_units_for() returns a BLANK data unit for every signal; no local artifact records units,1390593.7368595428,0.0,2393650.933588761,CONSISTENT,1000-5e+06,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
