signal_id,physical_quantity,units,dimensional_type,structure,signed_or_nonnegative,extensive_or_intensive,bounded_or_unbounded,coordinate_role_candidates,semantic_tags,evidence_class,notes
cerqrott8,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,cer_rotation_ti,UNRESOLVED,no units table exists in any local artifact; units must not be invented
cerqtit10,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,cer_rotation_ti,UNRESOLVED,no units table exists in any local artifact; units must not be invented
cerqtit11,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,cer_rotation_ti,UNRESOLVED,no units table exists in any local artifact; units must not be invented
cerqtit12,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,cer_rotation_ti,UNRESOLVED,no units table exists in any local artifact; units must not be invented
cerqtit13,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,cer_rotation_ti,UNRESOLVED,no units table exists in any local artifact; units must not be invented
cerqtit3,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,cer_rotation_ti,UNRESOLVED,no units table exists in any local artifact; units must not be invented
cerqtit6,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,cer_rotation_ti,UNRESOLVED,no units table exists in any local artifact; units must not be invented
cerqtit8,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,cer_rotation_ti,UNRESOLVED,no units table exists in any local artifact; units must not be invented
density,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,density,UNRESOLVED,no units table exists in any local artifact; units must not be invented
drsep,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,equilibrium_shape,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece1,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece10,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece11,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece12,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece13,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece14,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece15,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece16,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece17,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece18,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece19,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece2,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece20,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece21,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece22,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece23,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece24,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece25,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece26,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece27,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece28,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece29,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece3,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece30,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece31,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece32,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece33,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece34,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece35,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece36,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece37,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece38,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece39,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece4,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece40,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece5,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece6,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece7,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece8,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ece9,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,ece_te_profile,UNRESOLVED,no units table exists in any local artifact; units must not be invented
fs03da,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,filterscope_dalpha,UNRESOLVED,no units table exists in any local artifact; units must not be invented
fs04,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,filterscope_dalpha,UNRESOLVED,no units table exists in any local artifact; units must not be invented
fs04da,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,filterscope_dalpha,UNRESOLVED,no units table exists in any local artifact; units must not be invented
fs05da,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,filterscope_dalpha,UNRESOLVED,no units table exists in any local artifact; units must not be invented
gasa,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,gas_injection,UNRESOLVED,no units table exists in any local artifact; units must not be invented
gasb,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,gas_injection,UNRESOLVED,no units table exists in any local artifact; units must not be invented
gasc,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,gas_injection,UNRESOLVED,no units table exists in any local artifact; units must not be invented
gasd,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,gas_injection,UNRESOLVED,no units table exists in any local artifact; units must not be invented
ip,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,magnetics,UNRESOLVED,no units table exists in any local artifact; units must not be invented
kappa,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,equilibrium_shape,UNRESOLVED,no units table exists in any local artifact; units must not be invented
li,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,equilibrium_shape,UNRESOLVED,no units table exists in any local artifact; units must not be invented
pcbcoil,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,magnetics,UNRESOLVED,no units table exists in any local artifact; units must not be invented
pcdiamag3,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,magnetics,UNRESOLVED,no units table exists in any local artifact; units must not be invented
pinj,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,neutral_beams,UNRESOLVED,no units table exists in any local artifact; units must not be invented
pinj_15l,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,neutral_beams,UNRESOLVED,no units table exists in any local artifact; units must not be invented
pinj_15r,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,neutral_beams,UNRESOLVED,no units table exists in any local artifact; units must not be invented
pinj_21l,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,neutral_beams,UNRESOLVED,no units table exists in any local artifact; units must not be invented
pinj_21r,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,neutral_beams,UNRESOLVED,no units table exists in any local artifact; units must not be invented
pinj_30l,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,neutral_beams,UNRESOLVED,no units table exists in any local artifact; units must not be invented
pinj_30r,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,neutral_beams,UNRESOLVED,no units table exists in any local artifact; units must not be invented
pinj_33l,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,neutral_beams,UNRESOLVED,no units table exists in any local artifact; units must not be invented
pinj_33r,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,neutral_beams,UNRESOLVED,no units table exists in any local artifact; units must not be invented
prmtan_neped,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,density,UNRESOLVED,no units table exists in any local artifact; units must not be invented
prmtan_teped,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,density,UNRESOLVED,no units table exists in any local artifact; units must not be invented
q95,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,equilibrium_shape,UNRESOLVED,no units table exists in any local artifact; units must not be invented
rmaxis,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,equilibrium_shape,UNRESOLVED,no units table exists in any local artifact; units must not be invented
rsurf,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,equilibrium_shape,UNRESOLVED,no units table exists in any local artifact; units must not be invented
tinj,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,neutral_beams,UNRESOLVED,no units table exists in any local artifact; units must not be invented
tribot,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,equilibrium_shape,UNRESOLVED,no units table exists in any local artifact; units must not be invented
tritop,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,equilibrium_shape,UNRESOLVED,no units table exists in any local artifact; units must not be invented
volume,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,equilibrium_shape,UNRESOLVED,no units table exists in any local artifact; units must not be invented
vsurf,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,magnetics,UNRESOLVED,no units table exists in any local artifact; units must not be invented
zcur,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,equilibrium_shape,UNRESOLVED,no units table exists in any local artifact; units must not be invented
zmaxis,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,equilibrium_shape,UNRESOLVED,no units table exists in any local artifact; units must not be invented
zsurf,UNKNOWN,UNKNOWN,UNKNOWN,scalar_time_series,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSIGNED_AT_S7_1,equilibrium_shape,UNRESOLVED,no units table exists in any local artifact; units must not be invented
