target,shot_id,block,scale,zero_scale,finite,n_calibration_samples,n_evaluation_samples,valid_for_normalized_scoring
density,165861,A,1.1317370368741304e+19,False,True,86,21,True
density,165861,B,1.1781334173697581e+19,False,True,129,21,True
density,165861,C,1.099974230612258e+19,False,True,172,21,True
density,170396,A,1.2104809977958486e+19,False,True,92,23,True
density,170396,B,1.1288485586396492e+19,False,True,138,23,True
density,170396,C,1.0213673706981898e+19,False,True,184,23,True
density,187017,A,7.179806622251192e+18,False,True,100,25,True
density,187017,B,8.018350717883e+18,False,True,150,25,True
density,187017,C,1.1324288099977181e+19,False,True,200,25,True
density,187020,A,4.910462554159328e+18,False,True,102,26,True
density,187020,B,4.742558333036566e+18,False,True,154,25,True
density,187020,C,5.74966768371824e+18,False,True,205,26,True
density,187024,A,1.6324588591418478e+18,False,True,102,26,True
density,187024,B,2.1159351474118164e+18,False,True,154,25,True
density,187024,C,2.8544580100369275e+18,False,True,205,26,True
density,189647,A,1.8427499286271338e+19,False,True,87,22,True
density,189647,B,2.1157727945959416e+19,False,True,130,22,True
density,189647,C,2.1262365944296124e+19,False,True,174,22,True
density,189651,A,1.854407724034885e+19,False,True,87,22,True
density,189651,B,2.308326515623929e+19,False,True,130,22,True
density,189651,C,2.467314990070793e+19,False,True,174,22,True
density,195264,A,8.879005537209199e+18,False,True,105,27,True
density,195264,B,1.0539310567117849e+19,False,True,158,26,True
density,195264,C,9.715586278685774e+18,False,True,211,26,True
density,195267,A,8.983488965579922e+18,False,True,107,27,True
density,195267,B,8.365217071645862e+18,False,True,160,27,True
density,195267,C,1.0090513528341105e+19,False,True,214,27,True
density,195273,A,8.985840302457367e+18,False,True,107,27,True
density,195273,B,8.202129181072063e+18,False,True,160,27,True
density,195273,C,1.0110976778436405e+19,False,True,214,27,True
density,195638,A,1.8123191951293217e+19,False,True,95,24,True
density,195638,B,1.7993378284454281e+19,False,True,142,24,True
density,195638,C,1.6256264543038626e+19,False,True,190,24,True
density,195647,A,1.8025543147702241e+19,False,True,95,24,True
density,195647,B,1.8675461085220377e+19,False,True,142,24,True
density,195647,C,1.7324273371886225e+19,False,True,190,24,True
density,195650,A,1.914613227394447e+19,False,True,95,24,True
density,195650,B,2.0470323092351128e+19,False,True,142,24,True
density,195650,C,1.9710745056157303e+19,False,True,190,24,True
density,195655,A,1.493372673865441e+19,False,True,95,24,True
density,195655,B,1.6363119317076267e+19,False,True,143,24,True
density,195655,C,1.5818083939970562e+19,False,True,191,24,True
prmtan_neped,160715,A,1.067209200684918e+19,False,True,86,21,True
prmtan_neped,160715,B,1.0053732185694024e+19,False,True,129,21,True
prmtan_neped,160715,C,9.653880713854198e+18,False,True,172,21,True
prmtan_neped,160720,A,9.132028179150428e+18,False,True,86,21,True
prmtan_neped,160720,B,9.643202220521943e+18,False,True,129,21,True
prmtan_neped,160720,C,1.5992571674325643e+19,False,True,172,21,True
prmtan_neped,161138,A,6.08273382093784e+18,False,True,75,19,True
prmtan_neped,161138,B,6.571982467167584e+18,False,True,112,19,True
prmtan_neped,161138,C,6.486060827458172e+18,False,True,150,19,True
prmtan_neped,165022,A,1.0267519907305222e+19,False,True,85,22,True
prmtan_neped,165022,B,8.72813313139449e+18,False,True,128,21,True
prmtan_neped,165022,C,7.75466591070649e+18,False,True,171,21,True
prmtan_neped,165028,A,1.0764110770700362e+19,False,True,86,21,True
prmtan_neped,165028,B,9.57673562951649e+18,False,True,129,21,True
prmtan_neped,165028,C,9.32872227941993e+18,False,True,172,21,True
prmtan_neped,165042,A,1.0501985447478331e+19,False,True,85,22,True
prmtan_neped,165042,B,8.73783844534154e+18,False,True,128,21,True
prmtan_neped,165042,C,7.709952010579167e+18,False,True,171,21,True
prmtan_neped,165861,A,9.828177964179786e+18,False,True,86,21,True
prmtan_neped,165861,B,8.488777744649065e+18,False,True,129,21,True
prmtan_neped,165861,C,7.69375070697267e+18,False,True,172,21,True
prmtan_neped,170396,A,1.2427106316882252e+19,False,True,92,23,True
prmtan_neped,170396,B,1.092195162136706e+19,False,True,138,23,True
prmtan_neped,170396,C,1.002930212773445e+19,False,True,184,23,True
prmtan_neped,187017,A,5.592908035372737e+18,False,True,100,25,True
prmtan_neped,187017,B,6.572077915004075e+18,False,True,150,25,True
prmtan_neped,187017,C,9.481633325468977e+18,False,True,200,25,True
prmtan_neped,187020,A,4.3450859621715205e+18,False,True,102,26,True
prmtan_neped,187020,B,4.971898461475502e+18,False,True,154,25,True
prmtan_neped,187020,C,6.671964510269871e+18,False,True,205,26,True
prmtan_neped,187024,A,2.463499921368334e+18,False,True,102,26,True
prmtan_neped,187024,B,2.8586333025313055e+18,False,True,154,25,True
prmtan_neped,187024,C,3.6745361386237394e+18,False,True,205,26,True
prmtan_neped,189647,A,1.6511503712064612e+19,False,True,87,22,True
prmtan_neped,189647,B,1.7860018881887322e+19,False,True,130,22,True
prmtan_neped,189647,C,1.9635004536459678e+19,False,True,174,22,True
prmtan_neped,189651,A,1.7636748328385876e+19,False,True,87,22,True
prmtan_neped,189651,B,1.9510079926845e+19,False,True,130,22,True
prmtan_neped,189651,C,1.908302109166352e+19,False,True,174,22,True
prmtan_neped,195264,A,8.018090527173223e+18,False,True,105,27,True
prmtan_neped,195264,B,9.722260702101805e+18,False,True,158,26,True
prmtan_neped,195264,C,9.098465497355579e+18,False,True,211,26,True
prmtan_neped,195267,A,8.340211254676294e+18,False,True,107,27,True
prmtan_neped,195267,B,7.991215963166637e+18,False,True,160,27,True
prmtan_neped,195267,C,9.94215173498156e+18,False,True,214,27,True
prmtan_neped,195273,A,7.924468002078269e+18,False,True,107,27,True
prmtan_neped,195273,B,7.219448325499938e+18,False,True,160,27,True
prmtan_neped,195273,C,9.038086970231245e+18,False,True,214,27,True
prmtan_neped,195638,A,1.5873955169547188e+19,False,True,95,24,True
prmtan_neped,195638,B,1.586398666364804e+19,False,True,142,24,True
prmtan_neped,195638,C,1.5922011141700803e+19,False,True,190,24,True
prmtan_neped,195647,A,1.4664299492027134e+19,False,True,95,24,True
prmtan_neped,195647,B,1.517008816012655e+19,False,True,142,24,True
prmtan_neped,195647,C,1.4215540806861679e+19,False,True,190,24,True
prmtan_neped,195650,A,1.7722871759913441e+19,False,True,95,24,True
prmtan_neped,195650,B,1.9085909953861816e+19,False,True,142,24,True
prmtan_neped,195650,C,1.8177757671925942e+19,False,True,190,24,True
prmtan_neped,195655,A,1.2591542563927493e+19,False,True,95,24,True
prmtan_neped,195655,B,1.4570278593163719e+19,False,True,143,24,True
prmtan_neped,195655,C,1.4118204449609828e+19,False,True,191,24,True
prmtan_teped,160715,A,407.55008911423545,False,True,86,21,True
prmtan_teped,160715,B,458.19599288339896,False,True,129,21,True
prmtan_teped,160715,C,447.7145710885346,False,True,172,21,True
prmtan_teped,160720,A,414.7088526907345,False,True,86,21,True
prmtan_teped,160720,B,452.8198956212377,False,True,129,21,True
prmtan_teped,160720,C,460.2407472439749,False,True,172,21,True
prmtan_teped,161138,A,129.78350313960303,False,True,75,19,True
prmtan_teped,161138,B,112.44833517949677,False,True,112,19,True
prmtan_teped,161138,C,105.34028532850819,False,True,150,19,True
prmtan_teped,165022,A,325.4490837702667,False,True,85,22,True
prmtan_teped,165022,B,343.15608672245435,False,True,128,21,True
prmtan_teped,165022,C,337.3513047079552,False,True,171,21,True
prmtan_teped,165028,A,304.37707167112177,False,True,86,21,True
prmtan_teped,165028,B,279.38930555609716,False,True,129,21,True
prmtan_teped,165028,C,261.4548144531003,False,True,172,21,True
prmtan_teped,165042,A,324.9002118968135,False,True,85,22,True
prmtan_teped,165042,B,324.8015390110637,False,True,128,21,True
prmtan_teped,165042,C,299.6193580186056,False,True,171,21,True
prmtan_teped,165861,A,296.4580731427144,False,True,86,21,True
prmtan_teped,165861,B,289.98482629376343,False,True,129,21,True
prmtan_teped,165861,C,277.2781431661202,False,True,172,21,True
prmtan_teped,170396,A,420.31225323375014,False,True,92,23,True
prmtan_teped,170396,B,530.9349776140358,False,True,138,23,True
prmtan_teped,170396,C,520.0301611541483,False,True,184,23,True
prmtan_teped,187017,A,282.30648753304416,False,True,100,25,True
prmtan_teped,187017,B,243.1360139485,False,True,150,25,True
prmtan_teped,187017,C,258.2697706563831,False,True,200,25,True
prmtan_teped,187020,A,209.97960191026357,False,True,102,26,True
prmtan_teped,187020,B,199.99268974498597,False,True,154,25,True
prmtan_teped,187020,C,202.09900196207084,False,True,205,26,True
prmtan_teped,187024,A,105.55941554717035,False,True,102,26,True
prmtan_teped,187024,B,108.81670112380671,False,True,154,25,True
prmtan_teped,187024,C,119.5630960301934,False,True,205,26,True
prmtan_teped,189647,A,298.793924581723,False,True,87,22,True
prmtan_teped,189647,B,299.87948098669494,False,True,130,22,True
prmtan_teped,189647,C,270.19424179522275,False,True,174,22,True
prmtan_teped,189651,A,327.3101386542418,False,True,87,22,True
prmtan_teped,189651,B,302.4384751235866,False,True,130,22,True
prmtan_teped,189651,C,264.44990383791094,False,True,174,22,True
prmtan_teped,195264,A,500.93980657784476,False,True,105,27,True
prmtan_teped,195264,B,452.91357410694286,False,True,158,26,True
prmtan_teped,195264,C,432.4121668008594,False,True,211,26,True
prmtan_teped,195267,A,557.6240807510799,False,True,107,27,True
prmtan_teped,195267,B,642.2277254970214,False,True,160,27,True
prmtan_teped,195267,C,591.1438447026667,False,True,214,27,True
prmtan_teped,195273,A,609.7630967985551,False,True,107,27,True
prmtan_teped,195273,B,663.2014407332578,False,True,160,27,True
prmtan_teped,195273,C,635.6579421509703,False,True,214,27,True
prmtan_teped,195638,A,347.2791278427855,False,True,95,24,True
prmtan_teped,195638,B,456.2266014699876,False,True,142,24,True
prmtan_teped,195638,C,501.26960012123465,False,True,190,24,True
prmtan_teped,195647,A,511.4839643163143,False,True,95,24,True
prmtan_teped,195647,B,487.82097545773166,False,True,142,24,True
prmtan_teped,195647,C,444.30502373963026,False,True,190,24,True
prmtan_teped,195650,A,376.1363863848003,False,True,95,24,True
prmtan_teped,195650,B,336.5370761233666,False,True,142,24,True
prmtan_teped,195650,C,296.1559414281596,False,True,190,24,True
prmtan_teped,195655,A,399.3989128146392,False,True,95,24,True
prmtan_teped,195655,B,347.7205812740788,False,True,143,24,True
prmtan_teped,195655,C,318.656392366029,False,True,191,24,True
fs04,160715,A,2.36489677099396e+19,False,True,86,21,True
fs04,160715,B,2.266089832742532e+19,False,True,129,21,True
fs04,160715,C,2.1878609815925064e+19,False,True,172,21,True
fs04,160720,A,2.4063326906436637e+19,False,True,86,21,True
fs04,160720,B,2.3027071849949753e+19,False,True,129,21,True
fs04,160720,C,2.885092289790367e+19,False,True,172,21,True
fs04,161138,A,1.8607730887325123e+18,False,True,75,19,True
fs04,161138,B,1.6661812077744486e+18,False,True,112,19,True
fs04,161138,C,2.5899197266446817e+18,False,True,150,19,True
fs04,165022,A,5.651440536623538e+19,False,True,85,22,True
fs04,165022,B,7.58962974950271e+19,False,True,128,21,True
fs04,165022,C,8.603230935122952e+19,False,True,171,21,True
fs04,165028,A,3.3856610148838203e+19,False,True,86,21,True
fs04,165028,B,4.48977163544754e+19,False,True,129,21,True
fs04,165028,C,4.849149774564322e+19,False,True,172,21,True
fs04,165042,A,5.9712011082150085e+19,False,True,85,22,True
fs04,165042,B,8.146000922331591e+19,False,True,128,21,True
fs04,165042,C,8.297308105712171e+19,False,True,171,21,True
fs04,165861,A,5.753618704077941e+19,False,True,86,21,True
fs04,165861,B,9.702846105823856e+19,False,True,129,21,True
fs04,165861,C,9.535182199831221e+19,False,True,172,21,True
fs04,170396,A,5.9263430617466995e+19,False,True,92,23,True
fs04,170396,B,5.8226006104107745e+19,False,True,138,23,True
fs04,170396,C,5.948330519046391e+19,False,True,184,23,True
fs04,187017,A,2.5118167369071923e+18,False,True,100,25,True
fs04,187017,B,3.7718287487276114e+18,False,True,150,25,True
fs04,187017,C,6.695603740687891e+18,False,True,200,25,True
fs04,187020,A,4.618649213520335e+18,False,True,102,26,True
fs04,187020,B,7.426821872487627e+18,False,True,154,25,True
fs04,187020,C,1.3865020464218749e+19,False,True,205,26,True
fs04,187024,A,7.159771564947234e+18,False,True,102,26,True
fs04,187024,B,1.6979788153186918e+19,False,True,154,25,True
fs04,187024,C,3.6812731463454745e+19,False,True,205,26,True
fs04,189647,A,1.9387647717300134e+19,False,True,87,22,True
fs04,189647,B,1.6957614147815436e+19,False,True,130,22,True
fs04,189647,C,1.5451688498529036e+19,False,True,174,22,True
fs04,189651,A,3.088072446128305e+19,False,True,87,22,True
fs04,189651,B,2.97348869590761e+19,False,True,130,22,True
fs04,189651,C,2.664261782987986e+19,False,True,174,22,True
fs04,195264,A,3.6334753546898076e+19,False,True,105,27,True
fs04,195264,B,6.156161305458583e+19,False,True,158,26,True
fs04,195264,C,6.200304748877943e+19,False,True,211,26,True
fs04,195267,A,3.893897225908188e+19,False,True,107,27,True
fs04,195267,B,4.354005373366596e+19,False,True,160,27,True
fs04,195267,C,5.8293480968316944e+19,False,True,214,27,True
fs04,195273,A,2.70764400029875e+19,False,True,107,27,True
fs04,195273,B,2.9983921409657233e+19,False,True,160,27,True
fs04,195273,C,4.37010976134521e+19,False,True,214,27,True
fs04,195638,A,4.214576991835764e+19,False,True,95,24,True
fs04,195638,B,3.9353331550267105e+19,False,True,142,24,True
fs04,195638,C,4.3383409190624354e+19,False,True,190,24,True
fs04,195647,A,5.242620164022327e+19,False,True,95,24,True
fs04,195647,B,5.040109500063992e+19,False,True,142,24,True
fs04,195647,C,4.85094517883005e+19,False,True,190,24,True
fs04,195650,A,6.512120325259818e+19,False,True,95,24,True
fs04,195650,B,8.390872159190417e+19,False,True,142,24,True
fs04,195650,C,8.748189759799602e+19,False,True,190,24,True
fs04,195655,A,4.208226573983001e+19,False,True,95,24,True
fs04,195655,B,5.3585975774508106e+19,False,True,143,24,True
fs04,195655,C,5.473800357538181e+19,False,True,191,24,True
fs03da,160715,A,8.065432417540739e+18,False,True,86,21,True
fs03da,160715,B,8.40573555035262e+18,False,True,129,21,True
fs03da,160715,C,8.122894270264446e+18,False,True,172,21,True
fs03da,160720,A,8.483321886496766e+18,False,True,86,21,True
fs03da,160720,B,7.972714782932671e+18,False,True,129,21,True
fs03da,160720,C,1.1743690606312055e+19,False,True,172,21,True
fs03da,161138,A,1.0908789516714897e+18,False,True,75,19,True
fs03da,161138,B,1.3337890605303644e+18,False,True,112,19,True
fs03da,161138,C,2.5913404565389537e+18,False,True,150,19,True
fs03da,165022,A,5.3342288634709254e+19,False,True,85,22,True
fs03da,165022,B,5.236508838516515e+19,False,True,128,21,True
fs03da,165022,C,5.069971213655954e+19,False,True,171,21,True
fs03da,165028,A,2.792546444318197e+19,False,True,86,21,True
fs03da,165028,B,3.061690902806386e+19,False,True,129,21,True
fs03da,165028,C,3.292350061354129e+19,False,True,172,21,True
fs03da,165042,A,3.931956295548321e+19,False,True,85,22,True
fs03da,165042,B,5.340696847590893e+19,False,True,128,21,True
fs03da,165042,C,5.445515887126563e+19,False,True,171,21,True
fs03da,165861,A,4.406203759407586e+19,False,True,86,21,True
fs03da,165861,B,5.797369217577793e+19,False,True,129,21,True
fs03da,165861,C,6.045505411896661e+19,False,True,172,21,True
fs03da,170396,A,4.276786982900609e+19,False,True,92,23,True
fs03da,170396,B,4.167694119078634e+19,False,True,138,23,True
fs03da,170396,C,3.98465258981062e+19,False,True,184,23,True
fs03da,187017,A,1.8717521409785966e+18,False,True,100,25,True
fs03da,187017,B,2.890491840495342e+18,False,True,150,25,True
fs03da,187017,C,5.175364424086607e+18,False,True,200,25,True
fs03da,187020,A,3.849921318593032e+18,False,True,102,26,True
fs03da,187020,B,6.165987485730997e+18,False,True,154,25,True
fs03da,187020,C,1.1764709197968392e+19,False,True,205,26,True
fs03da,187024,A,7.179687569571461e+18,False,True,102,26,True
fs03da,187024,B,1.619597958637441e+19,False,True,154,25,True
fs03da,187024,C,3.815385697515778e+19,False,True,205,26,True
fs03da,189647,A,1.7767320090407528e+19,False,True,87,22,True
fs03da,189647,B,1.5922856522589305e+19,False,True,130,22,True
fs03da,189647,C,1.4043850742440581e+19,False,True,174,22,True
fs03da,189651,A,2.8860420988253745e+19,False,True,87,22,True
fs03da,189651,B,2.9143184948541055e+19,False,True,130,22,True
fs03da,189651,C,2.6727044585985823e+19,False,True,174,22,True
fs03da,195264,A,9.475799885516904e+18,False,True,105,27,True
fs03da,195264,B,1.379881113665651e+19,False,True,158,26,True
fs03da,195264,C,1.3791116326574946e+19,False,True,211,26,True
fs03da,195267,A,7.683093830096183e+18,False,True,107,27,True
fs03da,195267,B,1.006553336520607e+19,False,True,160,27,True
fs03da,195267,C,2.4990701985337074e+19,False,True,214,27,True
fs03da,195273,A,6.39667395822072e+18,False,True,107,27,True
fs03da,195273,B,8.623924438216803e+18,False,True,160,27,True
