shot,cohort,source_sample_count,archived_sample_count,resampled_length_recorded,archived_support_ms,archived_dt_ms,source_supported_dt_ms,analysis_dt_ms,upsample_ratio,resampling_method,resampling_category,source_coarser_than_analysis_grid,shares_equilibrium_time_base,evidence_source,confidence
165017,external,230,240,240,4780.0,20.0,20.87336244541485,20.0,1.0434782608695652,cubic_spline,smooth_high_snr,True,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
165022,development,218,239,239,4760.0,20.0,21.93548387096774,20.0,1.0963302752293578,cubic_spline,smooth_high_snr,True,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
165026,external,239,240,240,4780.0,20.0,20.084033613445378,20.0,1.00418410041841,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
165027,external,56,229,229,4560.0,20.0,82.9090909090909,20.0,4.089285714285714,cubic_spline,smooth_high_snr,True,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
165028,development,234,240,240,4780.0,20.0,20.51502145922747,20.0,1.0256410256410255,cubic_spline,smooth_high_snr,True,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
165029,external,227,240,240,4780.0,20.0,21.150442477876105,20.0,1.0572687224669604,cubic_spline,smooth_high_snr,True,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
165031,external,233,240,240,4780.0,20.0,20.603448275862068,20.0,1.0300429184549356,cubic_spline,smooth_high_snr,True,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
165042,development,239,239,239,4760.0,20.0,20.0,20.0,1.0,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
165043,external,240,240,240,4780.0,20.0,20.0,20.0,1.0,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
165860,external,150,222,222,4420.0,20.0,29.664429530201343,20.0,1.48,cubic_spline,smooth_high_snr,True,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
165861,development,198,240,240,4780.0,20.0,24.263959390862944,20.0,1.2121212121212122,cubic_spline,smooth_high_snr,True,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
165955,external,143,229,229,4560.0,20.0,32.11267605633803,20.0,1.6013986013986015,cubic_spline,smooth_high_snr,True,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
165965,external,197,239,239,4760.0,20.0,24.285714285714285,20.0,1.2131979695431472,cubic_spline,smooth_high_snr,True,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
170394,external,222,246,246,4900.0,20.0,22.171945701357465,20.0,1.1081081081081081,cubic_spline,smooth_high_snr,True,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
170396,development,234,246,246,4900.0,20.0,21.030042918454935,20.0,1.0512820512820513,cubic_spline,smooth_high_snr,True,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
170411,external,230,246,246,4900.0,20.0,21.397379912663755,20.0,1.0695652173913044,cubic_spline,smooth_high_snr,True,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
186997,external,294,294,294,5860.0,20.0,20.0,20.0,1.0,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
187017,development,295,295,295,5880.0,20.0,20.0,20.0,1.0,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
187018,external,295,295,295,5880.0,20.0,20.0,20.0,1.0,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
187019,external,280,279,279,5560.0,20.0,19.92831541218638,20.0,0.9964285714285714,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
187020,development,301,302,302,6020.0,20.0,20.066666666666666,20.0,1.0033222591362125,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
187021,external,294,295,295,5880.0,20.0,20.068259385665527,20.0,1.0034013605442176,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
187022,external,276,279,279,5560.0,20.0,20.21818181818182,20.0,1.0108695652173914,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
187024,development,300,302,302,6020.0,20.0,20.13377926421405,20.0,1.0066666666666666,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
189646,external,248,249,249,4960.0,20.0,20.08097165991903,20.0,1.0040322580645162,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
189647,development,247,248,248,4940.0,20.0,20.08130081300813,20.0,1.0040485829959513,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
189649,external,248,249,249,4960.0,20.0,20.08097165991903,20.0,1.0040322580645162,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
189650,external,248,249,249,4960.0,20.0,20.08097165991903,20.0,1.0040322580645162,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
189651,development,247,249,249,4960.0,20.0,20.16260162601626,20.0,1.008097165991903,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
189652,external,237,240,240,4780.0,20.0,20.25423728813559,20.0,1.0126582278481013,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
195261,external,291,294,294,5860.0,20.0,20.20689655172414,20.0,1.0103092783505154,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
195264,development,290,293,293,5840.0,20.0,20.207612456747405,20.0,1.0103448275862068,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
195265,external,291,294,294,5860.0,20.0,20.20689655172414,20.0,1.0103092783505154,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
195266,external,289,294,294,5860.0,20.0,20.34722222222222,20.0,1.0173010380622838,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
195267,development,293,298,298,5940.0,20.0,20.34246575342466,20.0,1.0170648464163823,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
195268,external,296,298,298,5940.0,20.0,20.135593220338983,20.0,1.0067567567567568,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
195269,external,289,294,294,5860.0,20.0,20.34722222222222,20.0,1.0173010380622838,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
195273,development,287,298,298,5940.0,20.0,20.76923076923077,20.0,1.038327526132404,cubic_spline,smooth_high_snr,True,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
195274,external,290,294,294,5860.0,20.0,20.27681660899654,20.0,1.013793103448276,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
195626,external,268,267,267,5320.0,20.0,19.925093632958802,20.0,0.996268656716418,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
195638,development,250,254,254,5060.0,20.0,20.32128514056225,20.0,1.016,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
195642,external,252,254,254,5060.0,20.0,20.159362549800797,20.0,1.007936507936508,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
195645,external,253,254,254,5060.0,20.0,20.07936507936508,20.0,1.0039525691699605,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
195647,development,253,254,254,5060.0,20.0,20.07936507936508,20.0,1.0039525691699605,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
195648,external,252,254,254,5060.0,20.0,20.159362549800797,20.0,1.007936507936508,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
195649,external,250,254,254,5060.0,20.0,20.32128514056225,20.0,1.016,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
195650,development,251,254,254,5060.0,20.0,20.24,20.0,1.0119521912350598,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
195651,external,254,255,255,5080.0,20.0,20.07905138339921,20.0,1.0039370078740157,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
195652,external,252,255,255,5080.0,20.0,20.239043824701195,20.0,1.0119047619047619,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
195655,development,254,255,255,5080.0,20.0,20.07905138339921,20.0,1.0039370078740157,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
195659,external,204,205,205,4080.0,20.0,20.098522167487683,20.0,1.0049019607843137,cubic_spline,smooth_high_snr,False,True,shot_*_metadata.json original_length + S7.1 signal_quality_summary.csv support,"STRONGLY_INFERRED (source count is the length the upstream pipeline received; the pipeline generator itself is absent, U001)"
