realization_index,shot,lambda_relative,feature,display_name,coefficient,canonical_coefficient,shrinkage_ratio
0,155537,0.0001,d[kappa]/d[betan],D_betaN kappa,-1.3127779132576605,-1.6150993824471749,0.8128155626364977
0,155537,0.0001,d[betan]/d[t],dot beta_N,-0.3085155222649107,-0.4024227133882137,0.7666454004729312
0,155537,0.0001,d[li]/d[betan],D_betaN l_i,0.013311971220440125,0.0087053584259089,1.5291698019947138
0,155537,0.001,d[pcdiamag3]/d[kappa],D_kappa W_dia,0.8092559411729906,0.3970412945316385,2.0382160554045456
0,155537,0.001,d[kappa]/d[t],dot kappa,0.8662975830407973,1.3182993586331713,0.6571326742804344
0,155537,0.001,r[q95]/r[kappa],q95 / kappa,-0.03128799434925813,-0.0162003192608668,1.9313196144743174
0,155537,0.001,d[pcdiamag3]/d[betan],D_betaN W_dia,0.5875883664349403,1.2638060173861885,0.4649355663380953
0,155537,0.001,d[kappa]/d[betan],D_betaN kappa,-0.4875675688903486,-1.6150993824471749,0.301880846583938
0,155537,0.001,d[betan]/d[t],dot beta_N,-0.04364457475985634,-0.4024227133882137,0.1084545511668294
0,155537,0.001,d[li]/d[betan],D_betaN l_i,0.019538883490424545,0.0087053584259089,2.244466285532011
0,155537,0.01,d[pcdiamag3]/d[kappa],D_kappa W_dia,0.7562970249115066,0.3970412945316385,1.9048321555662282
0,155537,0.01,d[kappa]/d[t],dot kappa,0.48603016448195663,1.3182993586331713,0.36867966391630397
0,155537,0.01,r[q95]/r[kappa],q95 / kappa,0.003708076626389108,-0.0162003192608668,-0.22888910808975665
0,155537,0.01,d[pcdiamag3]/d[betan],D_betaN W_dia,0.45254168091557306,1.2638060173861885,0.3580784350524953
0,155537,0.01,d[kappa]/d[betan],D_betaN kappa,0.008529173991319496,-1.6150993824471749,-0.005280897314440315
0,155537,0.01,d[betan]/d[t],dot beta_N,0.09039045841265764,-0.4024227133882137,-0.224615697388479
0,155537,0.01,d[li]/d[betan],D_betaN l_i,-0.014966630829682016,0.0087053584259089,-1.7192434931959042
0,155537,0.1,d[pcdiamag3]/d[kappa],D_kappa W_dia,0.41158717015665913,0.3970412945316385,1.0366356744886684
0,155537,0.1,d[kappa]/d[t],dot kappa,0.12276478088693084,1.3182993586331713,0.09312359903915515
0,155537,0.1,r[q95]/r[kappa],q95 / kappa,0.05648136972517021,-0.0162003192608668,-3.4864355952296315
0,155537,0.1,d[pcdiamag3]/d[betan],D_betaN W_dia,0.341022665675757,1.2638060173861885,0.2698378239890503
0,155537,0.1,d[kappa]/d[betan],D_betaN kappa,0.11097999253435312,-1.6150993824471749,-0.06871403316754283
0,155537,0.1,d[betan]/d[t],dot beta_N,-0.08999889130450527,-0.4024227133882137,0.22364267301603355
0,155537,0.1,d[li]/d[betan],D_betaN l_i,0.01913659124110589,0.0087053584259089,2.198254259600793
0,155537,1.0,d[pcdiamag3]/d[kappa],D_kappa W_dia,0.12889354814277973,0.3970412945316385,0.32463511961602465
0,155537,1.0,d[kappa]/d[t],dot kappa,0.011054379248928714,1.3182993586331713,0.008385333100965798
0,155537,1.0,r[q95]/r[kappa],q95 / kappa,0.020322028607520057,-0.0162003192608668,-1.254421488878283
0,155537,1.0,d[pcdiamag3]/d[betan],D_betaN W_dia,0.13896000108995551,1.2638060173861885,0.10995358399808339
0,155537,1.0,d[kappa]/d[betan],D_betaN kappa,0.06871113939541551,-1.6150993824471749,-0.04254297917649216
0,155537,1.0,d[betan]/d[t],dot beta_N,-0.0971856285356471,-0.4024227133882137,0.241501349954601
0,155537,1.0,d[li]/d[betan],D_betaN l_i,0.0634988524031669,0.0087053584259089,7.29422607278082
1,159310,0.0,d[pcdiamag3]/d[kappa],D_kappa W_dia,0.20098599229570724,0.2009859922957055,1.0000000000000087
1,159310,0.0,d[kappa]/d[t],dot kappa,0.18329535813579836,0.1832953581357968,1.0000000000000084
1,159310,0.0,r[q95]/r[kappa],q95 / kappa,-0.01554268655806639,-0.0155426865580661,1.0000000000000187
1,159310,0.0,d[pcdiamag3]/d[betan],D_betaN W_dia,0.5208682073706431,0.5208682073706433,0.9999999999999996
1,159310,0.0,d[kappa]/d[betan],D_betaN kappa,-0.06864124912441318,-0.0686412491244117,1.0000000000000215
1,159310,0.0,d[betan]/d[t],dot beta_N,0.8079141971886997,0.8079141971887019,0.9999999999999972
1,159310,0.0,d[li]/d[betan],D_betaN l_i,0.009658223388829788,0.0096582233888301,0.9999999999999677
1,159310,1e-06,d[pcdiamag3]/d[kappa],D_kappa W_dia,0.20127319340526095,0.2009859922957055,1.001428960825951
1,159310,1e-06,d[kappa]/d[t],dot kappa,0.18355538768964605,0.1832953581357968,1.0014186368738078
1,159310,1e-06,r[q95]/r[kappa],q95 / kappa,-0.015555803902090356,-0.0155426865580661,1.000843956028789
1,159310,1e-06,d[pcdiamag3]/d[betan],D_betaN W_dia,0.5207392062597818,0.5208682073706433,0.9997523344503733
1,159310,1e-06,d[kappa]/d[betan],D_betaN kappa,-0.06874745643003337,-0.0686412491244117,1.0015472810733552
1,159310,1e-06,d[betan]/d[t],dot beta_N,0.8076212509678342,0.8079141971887019,0.999637404291338
1,159310,1e-06,d[li]/d[betan],D_betaN l_i,0.00965565784359988,0.0096582233888301,0.9997343667539118
1,159310,1e-05,d[pcdiamag3]/d[kappa],D_kappa W_dia,0.20382077224188708,0.2009859922957055,1.014104365751076
1,159310,1e-05,d[kappa]/d[t],dot kappa,0.1858619067296969,0.1832953581357968,1.0140022563582796
1,159310,1e-05,r[q95]/r[kappa],q95 / kappa,-0.015671960059256414,-0.0155426865580661,1.0083173202205011
1,159310,1e-05,d[pcdiamag3]/d[betan],D_betaN W_dia,0.5195946768640872,0.5208682073706433,0.997554985141088
1,159310,1e-05,d[kappa]/d[betan],D_betaN kappa,-0.06968989742910207,-0.0686412491244117,1.0152772322483483
1,159310,1e-05,d[betan]/d[t],dot beta_N,0.8050212481750996,0.8079141971887019,0.9964192373105103
1,159310,1e-05,d[li]/d[betan],D_betaN l_i,0.009631922580704076,0.0096582233888301,0.9972768482289981
1,159310,0.0001,d[pcdiamag3]/d[kappa],D_kappa W_dia,0.2260756047806201,0.2009859922957055,1.124832642306738
1,159310,0.0001,d[kappa]/d[t],dot kappa,0.2060068726123903,0.1832953581357968,1.1239066537613427
1,159310,0.0001,r[q95]/r[kappa],q95 / kappa,-0.01666918467913241,-0.0155426865580661,1.072477696623284
1,159310,0.0001,d[pcdiamag3]/d[betan],D_betaN W_dia,0.5095751666736749,0.5208682073706433,0.9783188135939875
1,159310,0.0001,d[kappa]/d[betan],D_betaN kappa,-0.0779517949874453,-0.0686412491244117,1.135640682269029
1,159310,0.0001,d[betan]/d[t],dot beta_N,0.7821810090808389,0.8079141971887019,0.9681486125662765
1,159310,0.0001,d[li]/d[betan],D_betaN l_i,0.009338896341115266,0.0096582233888301,0.9669372890997591
1,159310,0.001,d[pcdiamag3]/d[kappa],D_kappa W_dia,0.31671086343784877,0.2009859922957055,1.5757857541230051
1,159310,0.001,d[kappa]/d[t],dot kappa,0.2876313786074752,0.1832953581357968,1.5692234737029163
1,159310,0.001,r[q95]/r[kappa],q95 / kappa,-0.01992805074674703,-0.0155426865580661,1.282149689649701
1,159310,0.001,d[pcdiamag3]/d[betan],D_betaN W_dia,0.46777410278980236,0.5208682073706433,0.8980661445073382
1,159310,0.001,d[kappa]/d[betan],D_betaN kappa,-0.11258972656583423,-0.0686412491244117,1.6402633693592357
1,159310,0.001,d[betan]/d[t],dot beta_N,0.6835324515029233,0.8079141971887019,0.8460458472959261
1,159310,0.001,d[li]/d[betan],D_betaN l_i,0.004210722889788156,0.0096582233888301,0.4359728202867961
1,159310,0.01,d[pcdiamag3]/d[kappa],D_kappa W_dia,0.36421771335126124,0.2009859922957055,1.812154713824022
1,159310,0.01,d[kappa]/d[t],dot kappa,0.3184058220353304,0.1832953581357968,1.7371188516374496
1,159310,0.01,r[q95]/r[kappa],q95 / kappa,-0.011646809844448734,-0.0155426865580661,0.7493434163352187
1,159310,0.01,d[pcdiamag3]/d[betan],D_betaN W_dia,0.429781976420178,0.5208682073706433,0.8251261458051529
1,159310,0.01,d[kappa]/d[betan],D_betaN kappa,-0.13497638769975498,-0.0686412491244117,1.9664034297381647
1,159310,0.01,d[betan]/d[t],dot beta_N,0.563009394145284,0.8079141971887019,0.6968678061412796
1,159310,0.01,d[li]/d[betan],D_betaN l_i,-0.04835923877085149,0.0096582233888301,-5.007053246125967
1,159310,0.1,d[pcdiamag3]/d[kappa],D_kappa W_dia,0.2841338944240895,0.2009859922957055,1.4136999856490031
1,159310,0.1,d[kappa]/d[t],dot kappa,0.188240132925461,0.1832953581357968,1.0269770868174457
1,159310,0.1,r[q95]/r[kappa],q95 / kappa,0.009752515673011235,-0.0155426865580661,-0.6274665346030559
1,159310,0.1,d[pcdiamag3]/d[betan],D_betaN W_dia,0.32303562216816256,0.5208682073706433,0.6201868679965227
1,159310,0.1,d[kappa]/d[betan],D_betaN kappa,-0.123129604730096,-0.0686412491244117,1.7938135785804916
1,159310,0.1,d[betan]/d[t],dot beta_N,0.36418553556418687,0.8079141971887019,0.45077254098447933
1,159310,0.1,d[li]/d[betan],D_betaN l_i,-0.1701702102414119,0.0096582233888301,-17.61920421495082
1,159310,1.0,d[pcdiamag3]/d[kappa],D_kappa W_dia,0.11658827472312994,0.2009859922957055,0.5800815937042847
1,159310,1.0,d[kappa]/d[t],dot kappa,0.022735058594175503,0.1832953581357968,0.12403510282749185
1,159310,1.0,r[q95]/r[kappa],q95 / kappa,-0.008569694375644784,-0.0155426865580661,0.5513650644390958
1,159310,1.0,d[pcdiamag3]/d[betan],D_betaN W_dia,0.0796804283225956,0.5208682073706433,0.15297617937716826
1,159310,1.0,d[kappa]/d[betan],D_betaN kappa,-0.07745610133703201,-0.0686412491244117,1.1284191695964545
1,159310,1.0,d[betan]/d[t],dot beta_N,0.13154588163496916,0.8079141971887019,0.16282159924000494
1,159310,1.0,d[li]/d[betan],D_betaN l_i,-0.10010891581571188,0.0096582233888301,-10.365148100787309
2,160715,0.0,d[pcdiamag3]/d[kappa],D_kappa W_dia,0.46764991348936386,0.4676499134893681,0.999999999999991
2,160715,0.0,d[kappa]/d[t],dot kappa,1.0561295773182933,1.0561295773182957,0.9999999999999977
2,160715,0.0,r[q95]/r[kappa],q95 / kappa,-0.003609407530298795,-0.0036094075302998,0.9999999999997216
2,160715,0.0,d[pcdiamag3]/d[betan],D_betaN W_dia,1.1047516146989098,1.1047516146989054,1.000000000000004
2,160715,0.0,d[kappa]/d[betan],D_betaN kappa,-1.1208812821514567,-1.1208812821514549,1.0000000000000016
2,160715,0.0,d[betan]/d[t],dot beta_N,-0.17445151223005342,-0.1744515122300516,1.0000000000000104
2,160715,0.0,d[li]/d[betan],D_betaN l_i,-0.009574447972186541,-0.0095744479721841,1.000000000000255
2,160715,1e-06,d[pcdiamag3]/d[kappa],D_kappa W_dia,0.46833803922796363,0.4676499134893681,1.0014714548613108
2,160715,1e-06,d[kappa]/d[t],dot kappa,1.0556287300352531,1.0561295773182957,0.9995257709907961
2,160715,1e-06,r[q95]/r[kappa],q95 / kappa,-0.0036294825922327475,-0.0036094075302998,1.0055618717932027
2,160715,1e-06,d[pcdiamag3]/d[betan],D_betaN W_dia,1.1037857514833527,1.1047516146989054,0.9991257191184862
2,160715,1e-06,d[kappa]/d[betan],D_betaN kappa,-1.1192923803166759,-1.1208812821514549,0.9985824530571791
2,160715,1e-06,d[betan]/d[t],dot beta_N,-0.17396127298546318,-0.1744515122300516,0.9971898251937081
2,160715,1e-06,d[li]/d[betan],D_betaN l_i,-0.009618000299401156,-0.0095744479721841,1.004548808176052
2,160715,1e-05,d[pcdiamag3]/d[kappa],D_kappa W_dia,0.4744347483963786,0.4676499134893681,1.0145083634387646
2,160715,1e-05,d[kappa]/d[t],dot kappa,1.0511762656372725,1.0561295773182957,0.9953099394360296
2,160715,1e-05,r[q95]/r[kappa],q95 / kappa,-0.0038066302762929088,-0.0036094075302998,1.0546413072886585
2,160715,1e-05,d[pcdiamag3]/d[betan],D_betaN W_dia,1.0952256598285954,1.1047516146989054,0.9913772881219945
2,160715,1e-05,d[kappa]/d[betan],D_betaN kappa,-1.1051916259683174,-1.1208812821514549,0.9860023925522048
2,160715,1e-05,d[betan]/d[t],dot beta_N,-0.16960618781963488,-0.1744515122300516,0.9722253802877494
2,160715,1e-05,d[li]/d[betan],D_betaN l_i,-0.010005348603680035,-0.0095744479721841,1.045005271609162
2,160715,0.0001,d[pcdiamag3]/d[kappa],D_kappa W_dia,0.5270849825880222,0.4676499134893681,1.1270930826335015
2,160715,0.0001,d[kappa]/d[t],dot kappa,1.0114428356580494,1.0561295773182957,0.9576882016942333
2,160715,0.0001,r[q95]/r[kappa],q95 / kappa,-0.005274802475896529,-0.0036094075302998,1.4614039649488957
2,160715,0.0001,d[pcdiamag3]/d[betan],D_betaN W_dia,1.0210680347455754,1.1047516146989054,0.9242512263934209
2,160715,0.0001,d[kappa]/d[betan],D_betaN kappa,-0.9814329580852582,-1.1208812821514549,0.8755904605717608
2,160715,0.0001,d[betan]/d[t],dot beta_N,-0.13101126150857764,-0.1744515122300516,0.7509895433626926
2,160715,0.0001,d[li]/d[betan],D_betaN l_i,-0.013477242151990832,-0.0095744479721841,1.4076260261839864
2,160715,0.001,d[pcdiamag3]/d[kappa],D_kappa W_dia,0.7204078815981054,0.4676499134893681,1.5404854375419097
2,160715,0.001,d[kappa]/d[t],dot kappa,0.8177291451341002,1.0561295773182957,0.7742697133910998
2,160715,0.001,r[q95]/r[kappa],q95 / kappa,-0.008162580415050996,-0.0036094075302998,2.2614737589282434
2,160715,0.001,d[pcdiamag3]/d[betan],D_betaN W_dia,0.7377323973919478,1.1047516146989054,0.6677812347828187
2,160715,0.001,d[kappa]/d[betan],D_betaN kappa,-0.4534243721980789,-1.1208812821514549,0.4045248853899691
2,160715,0.001,d[betan]/d[t],dot beta_N,0.044720497714328615,-0.1744515122300516,-0.25634915480328474
2,160715,0.001,d[li]/d[betan],D_betaN l_i,-0.03108405676655248,-0.0095744479721841,3.2465638600636377
2,160715,0.01,d[pcdiamag3]/d[kappa],D_kappa W_dia,0.7203032417672955,0.4676499134893681,1.5402616807790162
2,160715,0.01,d[kappa]/d[t],dot kappa,0.5104875044225875,1.0561295773182957,0.4833568866793862
2,160715,0.01,r[q95]/r[kappa],q95 / kappa,0.014135511851155058,-0.0036094075302998,-3.9162969912629824
2,160715,0.01,d[pcdiamag3]/d[betan],D_betaN W_dia,0.5791159508124212,1.1047516146989054,0.5242046656526104
2,160715,0.01,d[kappa]/d[betan],D_betaN kappa,0.0003921492986428684,-1.1208812821514549,-0.0003498580134108089
2,160715,0.01,d[betan]/d[t],dot beta_N,0.1655616540922198,-0.1744515122300516,-0.9490410944325399
2,160715,0.01,d[li]/d[betan],D_betaN l_i,-0.06198917707693637,-0.0095744479721841,6.474438762112313
2,160715,0.1,d[pcdiamag3]/d[kappa],D_kappa W_dia,0.4198922282102853,0.4676499134893681,0.8978772712203902
2,160715,0.1,d[kappa]/d[t],dot kappa,0.1599115424252085,1.0561295773182957,0.15141280564384238
2,160715,0.1,r[q95]/r[kappa],q95 / kappa,0.048659767142918225,-0.0036094075302998,-13.481372423156802
2,160715,0.1,d[pcdiamag3]/d[betan],D_betaN W_dia,0.38541922449287197,1.1047516146989054,0.3488740992679301
2,160715,0.1,d[kappa]/d[betan],D_betaN kappa,0.09833215079080423,-1.1208812821514549,-0.08772753400080194
2,160715,0.1,d[betan]/d[t],dot beta_N,-0.04831680045964371,-0.1744515122300516,0.27696406779167204
2,160715,0.1,d[li]/d[betan],D_betaN l_i,-0.007945267253393298,-0.0095744479721841,0.829840767475688
2,160715,1.0,d[pcdiamag3]/d[kappa],D_kappa W_dia,0.12745504132808183,0.4676499134893681,0.27254370770022496
2,160715,1.0,d[kappa]/d[t],dot kappa,0.016485096143985845,1.0561295773182957,0.01560897118878584
2,160715,1.0,r[q95]/r[kappa],q95 / kappa,0.017162824941392943,-0.0036094075302998,-4.755025526299433
2,160715,1.0,d[pcdiamag3]/d[betan],D_betaN W_dia,0.14324510827398704,1.1047516146989054,0.12966272813552554
2,160715,1.0,d[kappa]/d[betan],D_betaN kappa,0.0633127586497214,-1.1208812821514549,-0.05648480321501747
2,160715,1.0,d[betan]/d[t],dot beta_N,-0.08697937167243078,-0.1744515122300516,0.49858766232837176
2,160715,1.0,d[li]/d[betan],D_betaN l_i,0.054311174291230814,-0.0095744479721841,-5.672512342123206
3,160717,0.0,d[pcdiamag3]/d[kappa],D_kappa W_dia,0.33230297032735107,0.332302970327353,0.9999999999999941
3,160717,0.0,d[kappa]/d[t],dot kappa,1.2535586744969143,1.2535586744969165,0.9999999999999982
3,160717,0.0,r[q95]/r[kappa],q95 / kappa,0.019452189609138918,0.0194521896091375,1.000000000000073
3,160717,0.0,d[pcdiamag3]/d[betan],D_betaN W_dia,1.3228490485203555,1.3228490485203557,0.9999999999999998
3,160717,0.0,d[kappa]/d[betan],D_betaN kappa,-1.5329324791786523,-1.5329324791786494,1.0000000000000018
3,160717,0.0,d[betan]/d[t],dot beta_N,-0.4141848533263811,-0.4141848533263781,1.0000000000000073
3,160717,0.0,d[li]/d[betan],D_betaN l_i,-0.055774295623463206,-0.0557742956234631,1.0000000000000018
3,160717,1e-06,d[pcdiamag3]/d[kappa],D_kappa W_dia,0.33273008859759545,0.332302970327353,1.0012853278736018
3,160717,1e-06,d[kappa]/d[t],dot kappa,1.2525391838806792,1.2535586744969165,0.9991867228579098
3,160717,1e-06,r[q95]/r[kappa],q95 / kappa,0.01946800202487908,0.0194521896091375,1.0008128861613683
3,160717,1e-06,d[pcdiamag3]/d[betan],D_betaN W_dia,1.3221180324498354,1.3228490485203557,0.9994473926776922
3,160717,1e-06,d[kappa]/d[betan],D_betaN kappa,-1.5309608353792927,-1.5329324791786494,0.9987138091037036
3,160717,1e-06,d[betan]/d[t],dot beta_N,-0.4132993932586611,-0.4141848533263781,0.9978621621225263
3,160717,1e-06,d[li]/d[betan],D_betaN l_i,-0.0558177076861706,-0.0557742956234631,1.000778352504899
3,160717,1e-05,d[pcdiamag3]/d[kappa],D_kappa W_dia,0.336531729392327,0.332302970327353,1.0127256131981253
3,160717,1e-05,d[kappa]/d[t],dot kappa,1.2434720694753743,1.2535586744969165,0.9919536235305537
3,160717,1e-05,r[q95]/r[kappa],q95 / kappa,0.019608718723614745,0.0194521896091375,1.0080468634957023
3,160717,1e-05,d[pcdiamag3]/d[betan],D_betaN W_dia,1.3156099248003001,1.3228490485203557,0.994527626770301
3,160717,1e-05,d[kappa]/d[betan],D_betaN kappa,-1.5134228797957276,-1.5329324791786494,0.9872730210574082
3,160717,1e-05,d[betan]/d[t],dot beta_N,-0.40542726214696345,-0.4141848533263781,0.9788558391040107
3,160717,1e-05,d[li]/d[betan],D_betaN l_i,-0.05620397170275629,-0.0557742956234631,1.0077038369465743
3,160717,0.0001,d[pcdiamag3]/d[kappa],D_kappa W_dia,0.3707803482210001,0.332302970327353,1.1157900510360856
3,160717,0.0001,d[kappa]/d[t],dot kappa,1.1623835019756295,1.2535586744969165,0.9272669286438644
3,160717,0.0001,r[q95]/r[kappa],q95 / kappa,0.02087493660907141,0.0194521896091375,1.0731407121008931
3,160717,0.0001,d[pcdiamag3]/d[betan],D_betaN W_dia,1.2568362426102133,1.3228490485203557,0.9500980055252868
3,160717,0.0001,d[kappa]/d[betan],D_betaN kappa,-1.3563585163407994,-1.5329324791786494,0.8848129547542375
3,160717,0.0001,d[betan]/d[t],dot beta_N,-0.33528647564761876,-0.4141848533263781,0.8095092636895939
3,160717,0.0001,d[li]/d[betan],D_betaN l_i,-0.05967340413569399,-0.0557742956234631,1.0699087002111887
3,160717,0.001,d[pcdiamag3]/d[kappa],D_kappa W_dia,0.5361007913200999,0.332302970327353,1.6132891944720953
3,160717,0.001,d[kappa]/d[t],dot kappa,0.7888539792724721,1.2535586744969165,0.6292916281633633
3,160717,0.001,r[q95]/r[kappa],q95 / kappa,0.02716320031776827,0.0194521896091375,1.3964083665423757
3,160717,0.001,d[pcdiamag3]/d[betan],D_betaN W_dia,0.9651251589958179,1.3228490485203557,0.7295807182802435
3,160717,0.001,d[kappa]/d[betan],D_betaN kappa,-0.6267650505709718,-1.5329324791786494,0.40886670423135313
3,160717,0.001,d[betan]/d[t],dot beta_N,-0.024337019054596357,-0.4141848533263781,0.05875883403060797
3,160717,0.001,d[li]/d[betan],D_betaN l_i,-0.07641790955766638,-0.0557742956234631,1.3701277390138644
3,160717,0.01,d[pcdiamag3]/d[kappa],D_kappa W_dia,0.6521538226465243,0.332302970327353,1.9625278161193833
3,160717,0.01,d[kappa]/d[t],dot kappa,0.4266455898598882,1.2535586744969165,0.34034752304762395
3,160717,0.01,r[q95]/r[kappa],q95 / kappa,0.0399879856519821,0.0194521896091375,2.0557061418524363
3,160717,0.01,d[pcdiamag3]/d[betan],D_betaN W_dia,0.6180952263651013,1.3228490485203557,0.46724547071826406
3,160717,0.01,d[kappa]/d[betan],D_betaN kappa,0.01689168365216887,-1.5329324791786494,-0.01101919613655749
3,160717,0.01,d[betan]/d[t],dot beta_N,0.14010587858300877,-0.4141848533263781,-0.33826895758692843
3,160717,0.01,d[li]/d[betan],D_betaN l_i,-0.09771074505074648,-0.0557742956234631,1.7518956350502357
3,160717,0.1,d[pcdiamag3]/d[kappa],D_kappa W_dia,0.411889360539499,0.332302970327353,1.2394994848639032
3,160717,0.1,d[kappa]/d[t],dot kappa,0.14878655855393258,1.2535586744969165,0.11869133976807607
3,160717,0.1,r[q95]/r[kappa],q95 / kappa,0.04144156651893699,0.0194521896091375,2.130431964300316
3,160717,0.1,d[pcdiamag3]/d[betan],D_betaN W_dia,0.37693391715051944,1.3228490485203557,0.2849409897313157
3,160717,0.1,d[kappa]/d[betan],D_betaN kappa,0.12419060972936537,-1.5329324791786494,-0.08101505540277099
3,160717,0.1,d[betan]/d[t],dot beta_N,-0.05430862304187503,-0.4141848533263781,0.13112170231652526
3,160717,0.1,d[li]/d[betan],D_betaN l_i,-0.021370922419809424,-0.0557742956234631,0.38316794826215816
3,160717,1.0,d[pcdiamag3]/d[kappa],D_kappa W_dia,0.12800722521103453,0.332302970327353,0.38521240145682145
3,160717,1.0,d[kappa]/d[t],dot kappa,0.016274514264661432,1.2535586744969165,0.012982650589684435
3,160717,1.0,r[q95]/r[kappa],q95 / kappa,0.01268005295632476,0.0194521896091375,0.6518573595626692
3,160717,1.0,d[pcdiamag3]/d[betan],D_betaN W_dia,0.14269120021038623,1.3228490485203557,0.10786657810276266
3,160717,1.0,d[kappa]/d[betan],D_betaN kappa,0.0718636972737724,-1.5329324791786494,-0.04687988430663118
3,160717,1.0,d[betan]/d[t],dot beta_N,-0.08907067381477997,-0.4141848533263781,0.21505053383637904
3,160717,1.0,d[li]/d[betan],D_betaN l_i,0.05920865416417048,-0.0557742956234631,-1.0615760092049036
4,160719,0.0,d[pcdiamag3]/d[kappa],D_kappa W_dia,0.4736611429987792,0.4736611429987727,1.0000000000000138
4,160719,0.0,d[kappa]/d[t],dot kappa,1.2452699497837356,1.2452699497837318,1.000000000000003
4,160719,0.0,r[q95]/r[kappa],q95 / kappa,-0.001588228226983197,-0.0015882282269832,0.9999999999999981
4,160719,0.0,d[pcdiamag3]/d[betan],D_betaN W_dia,1.1013099432114082,1.1013099432114173,0.9999999999999918
4,160719,0.0,d[kappa]/d[betan],D_betaN kappa,-1.3837999224620798,-1.383799922462083,0.9999999999999978
4,160719,0.0,d[betan]/d[t],dot beta_N,-0.3415062077679166,-0.3415062077679154,1.0000000000000036
4,160719,0.0,d[li]/d[betan],D_betaN l_i,-0.02937702362690666,-0.0293770236269079,0.9999999999999578
4,160719,1e-06,d[pcdiamag3]/d[kappa],D_kappa W_dia,0.47413386758343967,0.4736611429987727,1.00099802272501
4,160719,1e-06,d[kappa]/d[t],dot kappa,1.2443947445834564,1.2452699497837318,0.9992971763267656
4,160719,1e-06,r[q95]/r[kappa],q95 / kappa,-0.0015945258618378195,-0.0015882282269832,1.0039651951448954
4,160719,1e-06,d[pcdiamag3]/d[betan],D_betaN W_dia,1.10054843237425,1.1013099432114173,0.9993085408500475
4,160719,1e-06,d[kappa]/d[betan],D_betaN kappa,-1.3819027034212974,-1.383799922462083,0.9986289787923893
4,160719,1e-06,d[betan]/d[t],dot beta_N,-0.3407628082510515,-0.3415062077679154,0.997823174220689
4,160719,1e-06,d[li]/d[betan],D_betaN l_i,-0.029411210247109798,-0.0293770236269079,1.0011637196686796
4,160719,1e-05,d[pcdiamag3]/d[kappa],D_kappa W_dia,0.47833055460443163,0.4736611429987727,1.0098581267952373
