target,shot_id,block,grid_dt_ms,scale,zero_scale,n_calibration_samples,n_evaluation_samples,valid
ip,165042,B,5.8533333333333335,45246.14954005535,False,439,74,True
ip,165042,C,5.8533333333333335,39662.23817236585,False,586,73,True
ip,165861,A,5.890227576974565,66171.97855674336,False,292,73,True
ip,165861,B,5.890227576974565,55706.14627942097,False,438,73,True
ip,165861,C,5.890227576974565,48902.148256920824,False,584,73,True
ip,170396,A,14.144144144144144,99411.1092180541,False,130,33,True
ip,170396,B,14.144144144144144,84759.56561987294,False,195,33,True
ip,170396,C,14.144144144144144,74850.85145606392,False,260,33,True
ip,187017,A,8.328445747800586,5494.041642998513,False,240,60,True
ip,187017,B,8.328445747800586,5239.8682844044615,False,360,60,True
ip,187017,C,8.328445747800586,5050.006586772877,False,480,60,True
ip,187020,A,8.290598290598291,14290.738023016389,False,247,62,True
ip,187020,B,8.290598290598291,13348.539426241292,False,371,62,True
ip,187020,C,8.290598290598291,12639.174635751897,False,495,62,True
ip,187024,A,7.96169630642955,4250.095094510429,False,258,64,True
ip,187024,B,7.96169630642955,4140.812450774419,False,387,64,True
ip,187024,C,7.96169630642955,4279.35314419604,False,516,64,True
ip,189647,A,7.452991452991453,93424.16236847806,False,234,58,True
ip,189647,B,7.452991452991453,79114.94317782953,False,351,58,True
ip,189647,C,7.452991452991453,69584.46677825911,False,468,58,True
ip,189651,A,7.194719471947194,204985.33959429894,False,242,61,True
ip,189651,B,7.194719471947194,179084.09023458767,False,364,60,True
ip,189651,C,7.194719471947194,159815.20945267135,False,485,61,True
ip,195264,A,6.818181818181818,4365.234231637342,False,310,77,True
ip,195264,B,6.818181818181818,5471.712333513928,False,465,77,True
ip,195264,C,6.818181818181818,5420.7308490284095,False,620,77,True
ip,195267,A,6.869047619047619,3814.6244856263284,False,312,78,True
ip,195267,B,6.869047619047619,3571.3067948639637,False,468,78,True
ip,195267,C,6.869047619047619,3751.0751165310644,False,624,78,True
ip,195273,A,6.856465005931198,4120.017720103887,False,312,79,True
ip,195273,B,6.856465005931198,3733.441808674345,False,469,78,True
ip,195273,C,6.856465005931198,3650.796889444617,False,625,78,True
ip,195638,A,6.768377253814147,95955.23281566802,False,281,71,True
ip,195638,B,6.768377253814147,81590.39695804154,False,422,70,True
ip,195638,C,6.768377253814147,71969.35761570695,False,563,70,True
ip,195647,A,7.149253731343284,178855.364306476,False,267,67,True
ip,195647,B,7.149253731343284,155788.7722108971,False,401,67,True
ip,195647,C,7.149253731343284,138873.0390533237,False,535,67,True
ip,195650,A,6.648426812585499,179790.7361127011,False,286,72,True
ip,195650,B,6.648426812585499,156492.03105104994,False,430,71,True
ip,195650,C,6.648426812585499,139564.68391002595,False,573,72,True
ip,195655,A,7.100591715976331,63099.33874771374,False,269,68,True
ip,195655,B,7.100591715976331,53037.19009108504,False,404,67,True
ip,195655,C,7.100591715976331,46560.53162093747,False,539,67,True
vsurf,160715,A,21.434977578475337,0.506077027244555,False,80,20,True
vsurf,160715,B,21.434977578475337,0.44314741125387846,False,120,20,True
vsurf,160715,C,21.434977578475337,0.3952745759107247,False,160,20,True
vsurf,160720,A,22.870813397129186,0.5023146803094632,False,75,19,True
vsurf,160720,B,22.870813397129186,0.4383619384646254,False,112,19,True
vsurf,160720,C,22.870813397129186,0.39186109391985896,False,150,19,True
vsurf,161138,A,20.082644628099175,0.11095296394277972,False,74,19,True
vsurf,161138,B,20.082644628099175,0.09304210870769476,False,112,18,True
vsurf,161138,C,20.082644628099175,0.0847231638260993,False,149,19,True
vsurf,165022,A,21.93548387096774,0.5063333047118123,False,78,19,True
vsurf,165022,B,21.93548387096774,0.4429982263720934,False,117,19,True
vsurf,165022,C,21.93548387096774,0.39300392513097576,False,156,19,True
vsurf,165028,A,20.51502145922747,0.4929714272554815,False,83,21,True
vsurf,165028,B,20.51502145922747,0.42924060243323753,False,125,21,True
vsurf,165028,C,20.51502145922747,0.3772252923161849,False,167,21,True
vsurf,165042,A,20.0,0.4879249824955543,False,85,22,True
vsurf,165042,B,20.0,0.4259661668524134,False,128,21,True
vsurf,165042,C,20.0,0.3769587486936656,False,171,21,True
vsurf,165861,A,24.263959390862944,0.5091682644882009,False,70,18,True
vsurf,165861,B,24.263959390862944,0.44822834514144816,False,106,17,True
vsurf,165861,C,24.263959390862944,0.3966173551686907,False,141,18,True
vsurf,170396,A,21.030042918454935,0.5599593434337684,False,87,22,True
vsurf,170396,B,21.030042918454935,0.49656616960133215,False,131,22,True
vsurf,170396,C,21.030042918454935,0.448185784774981,False,175,22,True
vsurf,187017,A,20.0,0.1845760874259299,False,100,25,True
vsurf,187017,B,20.0,0.15162172257096287,False,150,25,True
vsurf,187017,C,20.0,0.1352706281724444,False,200,25,True
vsurf,187020,A,20.066666666666666,0.08667995315488161,False,102,26,True
vsurf,187020,B,20.066666666666666,0.07681854822189048,False,153,26,True
vsurf,187020,C,20.066666666666666,0.07789406139853673,False,204,26,True
vsurf,187024,A,20.13377926421405,0.032239559324551005,False,102,25,True
vsurf,187024,B,20.13377926421405,0.03695364812344726,False,153,25,True
vsurf,187024,C,20.13377926421405,0.04463935765675242,False,204,25,True
vsurf,189647,A,20.08130081300813,0.5932580192718055,False,86,22,True
vsurf,189647,B,20.08130081300813,0.5540816716569608,False,130,21,True
vsurf,189647,C,20.08130081300813,0.4994799728209132,False,173,22,True
vsurf,189651,A,20.16260162601626,0.6564584546572058,False,86,22,True
vsurf,189651,B,20.16260162601626,0.6150376491403097,False,129,22,True
vsurf,189651,C,20.16260162601626,0.559673078873118,False,172,22,True
vsurf,195264,A,20.207612456747405,0.3029760870262517,False,104,26,True
vsurf,195264,B,20.207612456747405,0.2699740851422379,False,156,26,True
vsurf,195264,C,20.207612456747405,0.23815495510814963,False,208,26,True
vsurf,195267,A,20.34246575342466,0.31024121585961095,False,105,26,True
vsurf,195267,B,20.34246575342466,0.26573182960786285,False,157,27,True
vsurf,195267,C,20.34246575342466,0.2336229836636581,False,210,26,True
vsurf,195273,A,20.76923076923077,0.33811380849649963,False,103,26,True
vsurf,195273,B,20.76923076923077,0.2888565230500344,False,154,26,True
vsurf,195273,C,20.76923076923077,0.25452232011460085,False,206,26,True
vsurf,195638,A,20.32128514056225,0.5587429555859389,False,93,24,True
vsurf,195638,B,20.32128514056225,0.48536717329965023,False,140,23,True
vsurf,195638,C,20.32128514056225,0.4330050629780318,False,187,23,True
vsurf,195647,A,20.07936507936508,0.5780899318590083,False,94,24,True
vsurf,195647,B,20.07936507936508,0.5116377536741249,False,142,23,True
vsurf,195647,C,20.07936507936508,0.45830483974742614,False,189,24,True
vsurf,195650,A,20.24,0.5445086476611283,False,94,23,True
vsurf,195650,B,20.24,0.47616189112541824,False,141,23,True
vsurf,195650,C,20.24,0.4264417858365587,False,188,23,True
vsurf,195655,A,20.07905138339921,0.5228758431228577,False,95,24,True
vsurf,195655,B,20.07905138339921,0.44869188720544156,False,142,24,True
vsurf,195655,C,20.07905138339921,0.39644930128417405,False,190,24,True
density,160715,A,5.884665792922673,1.0283779937137058e+19,False,291,73,True
density,160715,B,5.884665792922673,9.598627955282018e+18,False,437,73,True
density,160715,C,5.884665792922673,8.809781550661599e+18,False,583,73,True
density,160720,A,5.884665792922673,9.486433138636118e+18,False,292,73,True
density,160720,B,5.884665792922673,8.930438747800931e+18,False,438,72,True
density,160720,C,5.884665792922673,1.1843508849435335e+19,False,584,73,True
density,161138,A,9.973614775725594,5.849331082797829e+18,False,152,38,True
density,161138,B,9.973614775725594,6.277154720760801e+18,False,228,38,True
density,161138,C,9.973614775725594,6.252042992619407e+18,False,304,38,True
density,165022,A,5.876840696117805,1.0653806385890824e+19,False,292,73,True
density,165022,B,5.876840696117805,9.757232808999068e+18,False,438,72,True
density,165022,C,5.876840696117805,8.775036161058043e+18,False,584,73,True
density,165028,A,5.898123324396783,1.1318731323557427e+19,False,292,73,True
density,165028,B,5.898123324396783,1.081273375370575e+19,False,438,72,True
density,165028,C,5.898123324396783,1.0137192662090756e+19,False,584,73,True
density,165042,A,5.8533333333333335,1.1268371999917328e+19,False,293,73,True
density,165042,B,5.8533333333333335,1.072597400438756e+19,False,439,74,True
density,165042,C,5.8533333333333335,9.884657522066956e+18,False,586,73,True
density,165861,A,5.890227576974565,1.1316020859717143e+19,False,292,73,True
density,165861,B,5.890227576974565,1.1738776710476392e+19,False,438,73,True
density,165861,C,5.890227576974565,1.0958751580902898e+19,False,584,73,True
density,170396,A,14.144144144144144,1.2089060938456394e+19,False,130,33,True
density,170396,B,14.144144144144144,1.126739735999661e+19,False,195,33,True
density,170396,C,14.144144144144144,1.0192718384149674e+19,False,260,33,True
density,187017,A,8.328445747800586,7.084503108348602e+18,False,240,60,True
density,187017,B,8.328445747800586,7.953620839548248e+18,False,360,60,True
density,187017,C,8.328445747800586,1.1288082950389387e+19,False,480,60,True
density,187020,A,8.290598290598291,4.779107233832241e+18,False,247,62,True
density,187020,B,8.290598290598291,4.653782988422334e+18,False,371,62,True
density,187020,C,8.290598290598291,5.681773604934724e+18,False,495,62,True
density,187024,A,7.96169630642955,1.6256456634014019e+18,False,258,64,True
density,187024,B,7.96169630642955,2.1270649354188124e+18,False,387,64,True
density,187024,C,7.96169630642955,2.852389957216349e+18,False,516,64,True
density,189647,A,7.452991452991453,1.847136473012398e+19,False,234,58,True
density,189647,B,7.452991452991453,2.1122643000123646e+19,False,351,58,True
density,189647,C,7.452991452991453,2.120681473668722e+19,False,468,58,True
density,189651,A,7.194719471947194,1.8646390886587875e+19,False,242,61,True
density,189651,B,7.194719471947194,2.311888469327645e+19,False,364,60,True
density,189651,C,7.194719471947194,2.4641019700897006e+19,False,485,61,True
density,195264,A,6.818181818181818,8.842057196091785e+18,False,310,77,True
density,195264,B,6.818181818181818,1.050146369375432e+19,False,465,77,True
density,195264,C,6.818181818181818,9.68148031052583e+18,False,620,77,True
density,195267,A,6.869047619047619,8.941093036012805e+18,False,312,78,True
density,195267,B,6.869047619047619,8.320825721263864e+18,False,468,78,True
density,195267,C,6.869047619047619,1.0082152486644842e+19,False,624,78,True
density,195273,A,6.856465005931198,8.94991671832905e+18,False,312,79,True
density,195273,B,6.856465005931198,8.18795634748582e+18,False,469,78,True
density,195273,C,6.856465005931198,1.007725798273201e+19,False,625,78,True
density,195638,A,6.768377253814147,1.813758133232673e+19,False,281,71,True
density,195638,B,6.768377253814147,1.7911792553846608e+19,False,422,70,True
density,195638,C,6.768377253814147,1.6182566027263908e+19,False,563,70,True
density,195647,A,7.149253731343284,1.8041602375352107e+19,False,267,67,True
density,195647,B,7.149253731343284,1.8582876802715714e+19,False,401,67,True
density,195647,C,7.149253731343284,1.7229695966826885e+19,False,535,67,True
density,195650,A,6.648426812585499,1.914504585886565e+19,False,286,72,True
density,195650,B,6.648426812585499,2.043127244215801e+19,False,430,71,True
density,195650,C,6.648426812585499,1.964205199818455e+19,False,573,72,True
density,195655,A,7.100591715976331,1.4953409809103833e+19,False,269,68,True
density,195655,B,7.100591715976331,1.632035181129874e+19,False,404,67,True
density,195655,C,7.100591715976331,1.5758435885825966e+19,False,539,67,True
prmtan_neped,160715,A,5.884665792922673,1.0683614546449242e+19,False,291,73,True
prmtan_neped,160715,B,5.884665792922673,1.0123073214157064e+19,False,437,73,True
prmtan_neped,160715,C,5.884665792922673,9.809808258772517e+18,False,583,73,True
prmtan_neped,160720,A,5.884665792922673,9.14016609557186e+18,False,292,73,True
prmtan_neped,160720,B,5.884665792922673,9.793922637509157e+18,False,438,72,True
prmtan_neped,160720,C,5.884665792922673,1.6183377895645997e+19,False,584,73,True
prmtan_neped,161138,A,9.973614775725594,5.993966744229149e+18,False,152,38,True
prmtan_neped,161138,B,9.973614775725594,6.483594712014929e+18,False,228,38,True
prmtan_neped,161138,C,9.973614775725594,6.432802959714354e+18,False,304,38,True
prmtan_neped,165022,A,5.876840696117805,1.0332274279606798e+19,False,292,73,True
prmtan_neped,165022,B,5.876840696117805,8.801535182933563e+18,False,438,72,True
prmtan_neped,165022,C,5.876840696117805,7.862851209969831e+18,False,584,73,True
prmtan_neped,165028,A,5.898123324396783,1.0727023413960718e+19,False,292,73,True
prmtan_neped,165028,B,5.898123324396783,9.579857520038324e+18,False,438,72,True
prmtan_neped,165028,C,5.898123324396783,9.394645697379817e+18,False,584,73,True
prmtan_neped,165042,A,5.8533333333333335,1.0471606990512368e+19,False,293,73,True
prmtan_neped,165042,B,5.8533333333333335,8.744438546565433e+18,False,439,74,True
prmtan_neped,165042,C,5.8533333333333335,7.752669867925641e+18,False,586,73,True
prmtan_neped,165861,A,5.890227576974565,9.838123872038375e+18,False,292,73,True
prmtan_neped,165861,B,5.890227576974565,8.474482934473181e+18,False,438,73,True
prmtan_neped,165861,C,5.890227576974565,7.705932582249275e+18,False,584,73,True
prmtan_neped,170396,A,14.144144144144144,1.2882781730639712e+19,False,130,33,True
prmtan_neped,170396,B,14.144144144144144,1.1376927417575852e+19,False,195,33,True
prmtan_neped,170396,C,14.144144144144144,1.0528637076426138e+19,False,260,33,True
prmtan_neped,187017,A,8.328445747800586,5.510861308836547e+18,False,240,60,True
prmtan_neped,187017,B,8.328445747800586,6.54645202457835e+18,False,360,60,True
prmtan_neped,187017,C,8.328445747800586,9.514209098374595e+18,False,480,60,True
prmtan_neped,187020,A,8.290598290598291,4.3788647434523453e+18,False,247,62,True
prmtan_neped,187020,B,8.290598290598291,5.011778188183519e+18,False,371,62,True
prmtan_neped,187020,C,8.290598290598291,6.763275457787244e+18,False,495,62,True
prmtan_neped,187024,A,7.96169630642955,2.873676217018627e+18,False,258,64,True
prmtan_neped,187024,B,7.96169630642955,3.192688986577491e+18,False,387,64,True
prmtan_neped,187024,C,7.96169630642955,3.94039951884606e+18,False,516,64,True
prmtan_neped,189647,A,7.452991452991453,1.664097346293826e+19,False,234,58,True
prmtan_neped,189647,B,7.452991452991453,1.8066207225113133e+19,False,351,58,True
prmtan_neped,189647,C,7.452991452991453,1.9679101021641445e+19,False,468,58,True
prmtan_neped,189651,A,7.194719471947194,1.7787290050014026e+19,False,242,61,True
prmtan_neped,189651,B,7.194719471947194,1.9586442951056544e+19,False,364,60,True
prmtan_neped,189651,C,7.194719471947194,1.9080306589704217e+19,False,485,61,True
prmtan_neped,195264,A,6.818181818181818,7.990044271307774e+18,False,310,77,True
prmtan_neped,195264,B,6.818181818181818,9.686946697821352e+18,False,465,77,True
prmtan_neped,195264,C,6.818181818181818,9.091970181032673e+18,False,620,77,True
prmtan_neped,195267,A,6.869047619047619,8.331759750437574e+18,False,312,78,True
prmtan_neped,195267,B,6.869047619047619,7.992766636444816e+18,False,468,78,True
prmtan_neped,195267,C,6.869047619047619,1.0026222480238041e+19,False,624,78,True
prmtan_neped,195273,A,6.856465005931198,7.903909453847105e+18,False,312,79,True
prmtan_neped,195273,B,6.856465005931198,7.214903466001703e+18,False,469,78,True
prmtan_neped,195273,C,6.856465005931198,9.056038887675225e+18,False,625,78,True
prmtan_neped,195638,A,6.768377253814147,1.594110002639183e+19,False,281,71,True
prmtan_neped,195638,B,6.768377253814147,1.6054137178704304e+19,False,422,70,True
prmtan_neped,195638,C,6.768377253814147,1.60472108099468e+19,False,563,70,True
prmtan_neped,195647,A,7.149253731343284,1.4678119102007163e+19,False,267,67,True
prmtan_neped,195647,B,7.149253731343284,1.5098155128249993e+19,False,401,67,True
prmtan_neped,195647,C,7.149253731343284,1.4170540099993266e+19,False,535,67,True
prmtan_neped,195650,A,6.648426812585499,1.7747604927539526e+19,False,286,72,True
prmtan_neped,195650,B,6.648426812585499,1.906527176351262e+19,False,430,71,True
prmtan_neped,195650,C,6.648426812585499,1.8180957873431398e+19,False,573,72,True
prmtan_neped,195655,A,7.100591715976331,1.260576943390107e+19,False,269,68,True
prmtan_neped,195655,B,7.100591715976331,1.4580073287717421e+19,False,404,67,True
prmtan_neped,195655,C,7.100591715976331,1.4100010273424837e+19,False,539,67,True
prmtan_teped,160715,A,5.884665792922673,417.2634226455032,False,291,73,True
prmtan_teped,160715,B,5.884665792922673,503.9665464462729,False,437,73,True
prmtan_teped,160715,C,5.884665792922673,499.03240153097653,False,583,73,True
prmtan_teped,160720,A,5.884665792922673,425.45497076030586,False,292,73,True
prmtan_teped,160720,B,5.884665792922673,474.2960498659612,False,438,72,True
prmtan_teped,160720,C,5.884665792922673,479.9444663840788,False,584,73,True
prmtan_teped,161138,A,9.973614775725594,130.75985314090377,False,152,38,True
prmtan_teped,161138,B,9.973614775725594,111.73459299531622,False,228,38,True
prmtan_teped,161138,C,9.973614775725594,108.80256023563717,False,304,38,True
prmtan_teped,165022,A,5.876840696117805,326.0239349946377,False,292,73,True
prmtan_teped,165022,B,5.876840696117805,348.37843400574684,False,438,72,True
prmtan_teped,165022,C,5.876840696117805,343.6452036200756,False,584,73,True
prmtan_teped,165028,A,5.898123324396783,300.5434872496862,False,292,73,True
prmtan_teped,165028,B,5.898123324396783,283.8750579728479,False,438,72,True
prmtan_teped,165028,C,5.898123324396783,268.9344801436386,False,584,73,True
prmtan_teped,165042,A,5.8533333333333335,326.16207728640023,False,293,73,True
prmtan_teped,165042,B,5.8533333333333335,327.38097946913194,False,439,74,True
prmtan_teped,165042,C,5.8533333333333335,303.38294495569056,False,586,73,True
prmtan_teped,165861,A,5.890227576974565,297.6094995903536,False,292,73,True
prmtan_teped,165861,B,5.890227576974565,305.4304199505763,False,438,73,True
prmtan_teped,165861,C,5.890227576974565,301.1647433644959,False,584,73,True
prmtan_teped,170396,A,14.144144144144144,426.41899950292714,False,130,33,True
prmtan_teped,170396,B,14.144144144144144,552.5477892590853,False,195,33,True
prmtan_teped,170396,C,14.144144144144144,541.877081334008,False,260,33,True
prmtan_teped,187017,A,8.328445747800586,300.26599132344415,False,240,60,True
prmtan_teped,187017,B,8.328445747800586,261.0768005132591,False,360,60,True
prmtan_teped,187017,C,8.328445747800586,274.45291989844725,False,480,60,True
prmtan_teped,187020,A,8.290598290598291,238.19031018186996,False,247,62,True
prmtan_teped,187020,B,8.290598290598291,231.36138596350588,False,371,62,True
prmtan_teped,187020,C,8.290598290598291,226.8762795203963,False,495,62,True
prmtan_teped,187024,A,7.96169630642955,122.24029678754985,False,258,64,True
prmtan_teped,187024,B,7.96169630642955,123.88485356889063,False,387,64,True
prmtan_teped,187024,C,7.96169630642955,132.75374579365192,False,516,64,True
prmtan_teped,189647,A,7.452991452991453,301.785322859881,False,234,58,True
prmtan_teped,189647,B,7.452991452991453,302.47353107383947,False,351,58,True
prmtan_teped,189647,C,7.452991452991453,273.6210541443138,False,468,58,True
prmtan_teped,189651,A,7.194719471947194,328.53186255088195,False,242,61,True
prmtan_teped,189651,B,7.194719471947194,302.50059129085616,False,364,60,True
prmtan_teped,189651,C,7.194719471947194,265.5815750264981,False,485,61,True
prmtan_teped,195264,A,6.818181818181818,533.795258161831,False,310,77,True
prmtan_teped,195264,B,6.818181818181818,493.34695491980983,False,465,77,True
prmtan_teped,195264,C,6.818181818181818,474.8719356683633,False,620,77,True
prmtan_teped,195267,A,6.869047619047619,591.8851835974734,False,312,78,True
prmtan_teped,195267,B,6.869047619047619,696.1500857593685,False,468,78,True
prmtan_teped,195267,C,6.869047619047619,642.1151747314913,False,624,78,True
prmtan_teped,195273,A,6.856465005931198,651.2898493352703,False,312,79,True
prmtan_teped,195273,B,6.856465005931198,728.5785758591983,False,469,78,True
prmtan_teped,195273,C,6.856465005931198,701.2326600818682,False,625,78,True
prmtan_teped,195638,A,6.768377253814147,363.2585347929684,False,281,71,True
prmtan_teped,195638,B,6.768377253814147,493.06449688905883,False,422,70,True
prmtan_teped,195638,C,6.768377253814147,550.5383883631301,False,563,70,True
prmtan_teped,195647,A,7.149253731343284,527.2509431314483,False,267,67,True
prmtan_teped,195647,B,7.149253731343284,508.70376261102444,False,401,67,True
prmtan_teped,195647,C,7.149253731343284,467.48910862169953,False,535,67,True
prmtan_teped,195650,A,6.648426812585499,427.3158147970508,False,286,72,True
prmtan_teped,195650,B,6.648426812585499,377.33505293152086,False,430,71,True
prmtan_teped,195650,C,6.648426812585499,332.8906805702417,False,573,72,True
prmtan_teped,195655,A,7.100591715976331,425.16360394641254,False,269,68,True
prmtan_teped,195655,B,7.100591715976331,371.17240401119057,False,404,67,True
prmtan_teped,195655,C,7.100591715976331,340.4604743788529,False,539,67,True
fs04,160715,A,5.884665792922673,2.4193333150762058e+19,False,291,73,True
fs04,160715,B,5.884665792922673,2.351032154826456e+19,False,437,73,True
fs04,160715,C,5.884665792922673,2.2628731125409903e+19,False,583,73,True
fs04,160720,A,5.884665792922673,2.455613098751364e+19,False,292,73,True
fs04,160720,B,5.884665792922673,2.3556553859249304e+19,False,438,72,True
fs04,160720,C,5.884665792922673,3.253648981921491e+19,False,584,73,True
fs04,161138,A,9.973614775725594,2.569991752874449e+18,False,152,38,True
fs04,161138,B,9.973614775725594,2.3988800725648486e+18,False,228,38,True
fs04,161138,C,9.973614775725594,3.135847602809614e+18,False,304,38,True
fs04,165022,A,5.876840696117805,7.128309838463337e+19,False,292,73,True
fs04,165022,B,5.876840696117805,8.911026444210841e+19,False,438,72,True
fs04,165022,C,5.876840696117805,9.268587184474083e+19,False,584,73,True
fs04,165028,A,5.898123324396783,4.110381052540155e+19,False,292,73,True
fs04,165028,B,5.898123324396783,5.062773011856947e+19,False,438,72,True
fs04,165028,C,5.898123324396783,5.429259652392031e+19,False,584,73,True
fs04,165042,A,5.8533333333333335,6.82718996999404e+19,False,293,73,True
fs04,165042,B,5.8533333333333335,8.61621495782892e+19,False,439,74,True
fs04,165042,C,5.8533333333333335,8.70348198269346e+19,False,586,73,True
fs04,165861,A,5.890227576974565,6.3521273506769035e+19,False,292,73,True
fs04,165861,B,5.890227576974565,1.0086502846035032e+20,False,438,73,True
fs04,165861,C,5.890227576974565,9.909402410346396e+19,False,584,73,True
fs04,170396,A,14.144144144144144,5.985920904098734e+19,False,130,33,True
fs04,170396,B,14.144144144144144,5.8807221799889986e+19,False,195,33,True
fs04,170396,C,14.144144144144144,5.997014387020919e+19,False,260,33,True
fs04,187017,A,8.328445747800586,3.944103638673223e+18,False,240,60,True
fs04,187017,B,8.328445747800586,5.012281752573292e+18,False,360,60,True
fs04,187017,C,8.328445747800586,7.430190076814894e+18,False,480,60,True
fs04,187020,A,8.290598290598291,5.693755880999551e+18,False,247,62,True
fs04,187020,B,8.290598290598291,8.225999745348494e+18,False,371,62,True
fs04,187020,C,8.290598290598291,1.4365957448039127e+19,False,495,62,True
fs04,187024,A,7.96169630642955,8.532272969710993e+18,False,258,64,True
fs04,187024,B,7.96169630642955,1.768681728834494e+19,False,387,64,True
