candidate_target,signal,status,source_dt_on_binding_shot_ms,binding_shot,binding_shot_cohort,n_samples_if_retained,failed_validation_condition,p_rec_rule,evidence,removed_for_correlation_or_performance
ece2,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece3,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece4,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece5,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece6,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece7,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece8,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece9,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece10,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece11,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece12,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece13,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece14,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece15,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece16,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece17,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece18,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece19,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece20,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece21,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece22,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece23,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece24,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece25,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece26,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece27,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece28,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece29,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece30,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece31,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece32,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece33,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece34,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece35,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece36,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece37,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece38,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece39,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
ece40,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
cerqrott3,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
cerqrott6,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
cerqrott8,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
cerqrott10,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
cerqrott11,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
cerqrott12,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
cerqrott13,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
cerqtit3,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
cerqtit6,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
cerqtit8,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
cerqtit10,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
cerqtit11,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
cerqtit12,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
cerqtit13,vsurf,PRIMARY_NUMERICAL_SUPPORT_FAIL,82.9090909090909,165027,external,50,"A(cal=20,eval=4)|B(cal=30,eval=4)|C(cal=40,eval=4)","P_rec class D numerical-support admissibility + no-super-resolution + frozen validation minima (cal>=30, eval>=10 on all three blocks)",average source-supported cadence from original_length; see source_supported_signal_cadence.csv,False
